HomeType,Latitude,Longitude,mercator_x,mercator_y,SizeRank,Zip,State,City,Metro,CountyName,1996-01-31,1996-02-29,1996-03-31,1996-04-30,1996-05-31,1996-06-30,1996-07-31,1996-08-31,1996-09-30,1996-10-31,1996-11-30,1996-12-31,1997-01-31,1997-02-28,1997-03-31,1997-04-30,1997-05-31,1997-06-30,1997-07-31,1997-08-31,1997-09-30,1997-10-31,1997-11-30,1997-12-31,1998-01-31,1998-02-28,1998-03-31,1998-04-30,1998-05-31,1998-06-30,1998-07-31,1998-08-31,1998-09-30,1998-10-31,1998-11-30,1998-12-31,1999-01-31,1999-02-28,1999-03-31,1999-04-30,1999-05-31,1999-06-30,1999-07-31,1999-08-31,1999-09-30,1999-10-31,1999-11-30,1999-12-31,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31
Single-family Residences,29.849424,-95.25951,-10604240.146416754,3484209.3494210816,9180,77078,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,50945,51000,51040,51359,51606,51823,51810,51799,51801,51830,52002,52291,52286,52150,51873,51462,51179,51209,51618,52070,52253,52306,52280,52034,52187,52408,52945,53429,53869,53829,53628,53303,53530,54002,54331,54699,55118,55951,56923,57771,58523,59203,59921,60737,61298,61679,61949,62431,62807,63083,63020,62818,62513,62418,62468,62591,62480,62385,62598,62817,62870,62548,62191,62162,62330,62717,62852,62810,63095,63565,64077,64018,64083,64240,64602,64759,64856,64850,65240,65850,66404,66550,66410,66685,66834,67116,67117,67432,67767,68295,68338,68315,68135,68329,68707,69381,70020,70750,71661,72458,73117,73457,74073,74579,75051,75602,76137,76227,76488,77025,77834,78391,78896,79202,79455,79642,79943,80015,79857,80113,80485,80433,80036,79521,79415,79467,79847,80262,80824,81028,81548,81945,82485,82603,82624,82779,82950,82797,82344,82082,82063,82297,82248,81770,80838,80087,79323,78443,77202,76423,75756,75391,74778,74006,72810,71903,71270,71276,71625,72007,72337,72184,72125,71420,70805,70666,71330,71514,71356,70663,69818,69401,69082,69443,68994,67987,66743,65428,64264,63352,62578,62071,61342,60795,60500,60447,60514,61737,62614,63225,63172,63491,64018,64512,65404,65987,66366,66229,67026,67097,67383,67656,68882,70110,71342,72144,73162,73983,74820,74898,74321,74231,74604,75684,75890,75803,75358,75183,74464,73548,72944,73417,74527,75166,75665,75203,75331,75356,75418,75722,76142,77308,77921,78466,78421,79028,79798,80937,81265,82052,83686,85064,86436,86896,87713,87753,88078,88256,88501,88912,89784,90372,89913,89688,89488,90337,91337,93159,94415,95159,95291,95436,96003,96286,97030,97372,98027,98006,98028,97994,98916,99575,100676,101561,102936,104669,107005,109195,110800,111649,112822,114014,114911,116104,117054,118103,118173,118686,119208,120276,121639,123593,125296,126917,128411,130031,131847,133843,136391,138585,140475
One Bedroom,29.944922,-95.34152,-10613369.457856707,3496472.042981105,9568,77032,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136985,136525,136452,135671,134442,131941,130874,129903,130683,130237,130690,129953,129754,129032,128524,127209,125853,125400,124439,124077,122128,121486,119947,118545,115992,113674,111097,110124,109974,111260,110035,107286,103226,100131,96838,95503,94844,95055,94918,94308,93730,92086,91675,92440,94113,94697,95439,96130,97157,97534,96300,95252,94050,93725,93328,92422,91874,92159,92383,91984,91279,90202,90205,89283,88177,86753,85572,85327,85091,84465,83463,82401,81983,82378,83259,84337,85439,86047,85927,85254,84590,84601,85162,85263,84709,83690,81985,81069,80290,81065,82164,83358,84135,84658,85087,85767,86260,86472,87226,87411,87603,86071,85246,84210,83314,81936,81025,81394,82542,83922,84949,86124,87067,88220,88366,88606,89131,90148,90487,89598,87878,86888,86250,85710,85330,85384,85734,85919,85756,85776,85653,85399,85169,84675,85152,86094,87384,88830,90366,92066,93158,93568,94808,97009,100092,102400,103813,104039,104091,103091,102679,103153,105123,107429,107161,106218,104989,105506,105815,106553,107170,108396,109090,109000,108172,107414,108245,109169,109856
Two Bedrooms,29.944922,-95.34152,-10613369.457856707,3496472.042981105,9568,77032,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,46564,46552,46004,45200,44441,43864,43222,42268,41797,41549,41626,41745,41756,41453,41407,41658,41918,42159,42593,43615,44118,44724,44928,45150,45400,45818,46443,46788,47125,47504,47936,48519,49012,49042,48978,48829,49203,49471,49822,50129,50851,51190,51510,51130,50983,50696,50872,51419,51731,52209,52408,52799,52495,52432,52361,52712,52981,53347,53724,53838,53830,53559,53101,52578,52249,52206,52243,52135,51943,51816,51555,51573,51584,51828,52136,52726,53426,53858,54131,54414,55004,55445,56158,56449,56639,56322,55993,55665,55327,55498,55712,56056,56015,56097,55892,55645,55773,56513,57720,58448,59125,59375,59556,60003,60456,61292,61538,62201,62437,62612,62437,62280,62125,61751,61790,61891,62044,61952,62279,62874,63407,63719,63679,63804,64137,65129,66384,66838,66986,66716,66894,66477,66264,66127,67046,68536,69978,70261,69528,69302,70198,71083,71834,72590,74087,75316,75511,74950,73923,73435,73409,73019,72408,71812,71627,71161,70452,69955,69831,69530,69099,68798,68330,68391,67806,67658,66757,66644,65924,65025,64022,63357,63592,63781,64140,64122,64193,64229,64766,64878,64393,63706,62655,62440,61975,61938,61788,61404,61202,60793,60385,60027,60425,61058,62034,61850,61447,60463,59992,59887,60020,59971,59580,58921,58810,59023,59777,60727,61643,62630,62879,63389,63421,64205,64869,65788,65826,65900,65162,65051,64769,65335,66070,66782,67427,67515,67766,68331,68982,69398,69928,70264,70932,70770,70990,70791,70966,70809,70570,70037,70441,70882,71557,71794,72006,72215,72119,72412,72935,74150,75539,76638,76745,76918,77332,77885,78231,78287,78888,79395,79770,79906,80315,81209,81917,82008,82025,82473,83467,85497,87115,88334,88950,89152,89540,89978,91546,93151,94047,94373,94905,94814,94725,94967,95823,97153,96905,96947,96836,98062,99544,100967,102093,103316,104753,106244,107748,109276,112128,114762,117139
Three Bedrooms,29.944922,-95.34152,-10613369.457856707,3496472.042981105,9568,77032,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,56723,56850,56779,56799,56833,56928,57011,56922,56898,56901,57106,57400,57458,57345,57299,57422,57555,57656,57699,57920,58134,58405,58576,58600,58908,59137,59463,59554,59621,59657,59849,60206,60488,60676,60560,60490,60487,60933,61566,62149,62749,63262,63758,64111,64372,64563,64835,65185,65636,65856,66031,66143,66189,66156,66074,66211,66578,67082,67737,68449,68852,69066,68880,68863,68898,69181,69492,69719,69879,70095,70125,69887,69489,69330,69413,69671,69983,70533,71015,71126,71070,70829,70895,71057,71657,71968,71997,71999,71960,72004,71798,72192,72621,73341,73835,74560,75185,76140,77619,78778,80104,80718,81788,82370,83118,83546,84028,84399,84840,85353,85635,86004,85825,85889,85853,86002,86026,86041,86160,86087,85915,85469,85247,84892,85076,85101,85203,85175,85459,85929,86126,86556,86854,87162,87040,87298,87536,87956,88294,89048,89488,89520,89438,89157,88942,88578,88332,87921,87260,86616,85860,84588,83482,82952,82800,82392,81804,81533,81506,81130,80884,80833,81162,81675,81781,81543,81187,81293,81876,82047,82050,82021,81959,81728,80856,79866,79038,78453,78194,77816,76985,76337,75523,75350,75082,74805,74724,74820,75141,75217,74707,74242,73809,73896,74085,74194,74289,74349,74507,74714,74921,75314,76066,76857,77875,78363,79070,79672,80413,81041,81745,82300,82812,83315,83770,84160,84296,84859,85235,85592,85850,86593,87633,88850,90183,91220,92336,93197,94293,95052,96143,97466,98634,99462,99805,100431,100765,101284,101458,101878,102724,103293,103479,102980,103157,103538,104096,104650,105295,106249,107206,108490,109007,109899,110783,112296,113394,114301,115029,114943,114923,114935,115667,116184,116858,117612,118783,119899,121069,121992,123051,124293,125660,126457,127233,127928,129360,130181,130373,130100,130002,130442,131021,132010,132531,133126,132917,133246,133411,134253,135341,136640,137964,139148,140294,141319,142765,144588,147076,149393,151624
Four Bedrooms,29.944922,-95.34152,-10613369.457856707,3496472.042981105,9568,77032,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,71441,71617,71446,71042,70495,70300,70233,70070,69841,69798,70074,70306,70129,69489,68937,69055,69471,69560,69401,69431,69609,69737,69544,69674,70493,71413,72451,73025,73453,73670,73944,74400,74930,75462,75778,75728,75454,75841,76371,76815,77293,77897,78912,79342,79582,79199,79211,79243,79508,79320,79212,79089,78942,78739,78427,78506,78656,79087,79419,79941,80129,80324,80136,80226,80373,80544,80590,80482,80445,80567,80687,80890,81038,81155,81374,81559,81843,82511,83379,83951,84471,84817,85395,85684,86163,86366,86503,86718,86957,87064,86687,86912,87124,87679,87735,88193,88609,89651,90652,91656,92444,92613,93153,93589,94391,94739,95440,95650,95781,95566,95775,95870,95658,95894,96256,96504,96434,96199,96067,95818,95867,95751,95837,95997,96978,97667,98088,98048,98159,98511,98679,99288,99952,100741,100715,100298,99430,98820,98430,98877,98980,99020,98697,98352,97653,96656,95937,95311,94562,93488,92519,91158,90241,89803,89582,89078,88240,87948,87621,87233,86959,87507,87869,88435,88357,87778,87119,86661,86845,86483,86414,86559,86836,86363,85536,84094,82878,81906,81372,80974,80090,79596,78864,78424,77929,77584,77394,77562,78044,78637,78744,78451,78235,78342,78571,78743,78523,78440,78422,78400,78342,78142,78733,79788,81329,82268,83183,83826,85066,85973,87236,88498,89704,90906,91564,92152,92064,92465,92836,93516,93918,94810,95909,97261,98547,99663,100745,101705,103017,104064,105567,107026,108356,109270,109643,110064,110688,111195,111346,111227,111917,112418,112440,111901,112126,112859,113509,114186,114801,116031,117143,118583,118859,119861,120784,122376,123235,123697,124264,124064,123818,123543,124443,125415,126694,127316,128477,129533,130882,132209,133497,135088,136396,137193,137337,137533,138386,139634,140004,140081,140073,140479,141048,141957,142782,143758,144822,146204,146919,147223,148126,149441,150908,152247,153563,154732,156259,158057,160005,161800,163927
Five Bedrooms And More,29.944922,-95.34152,-10613369.457856707,3496472.042981105,9568,77032,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,80733,80449,80283,79907,79665,79497,79603,79539,79779,79799,80368,80745,81118,81321,81087,81042,80578,80391,79753,79631,79379,79581,79299,79189,79002,79093,79826,80543,81779,82532,83378,83970,83953,84029,83684,83717,83812,84289,84901,85347,85680,85866,86301,86316,86908,86782,87000,86950,87394,87587,87397,86903,86187,85503,84663,84142,83532,83671,84221,84925,85068,84998,85016,85317,85705,86285,86925,87816,88606,88935,88901,89015,89302,89635,89772,90125,90620,91693,92715,93479,94013,94656,95372,96108,97143,98080,98703,99018,99310,99593,99564,99564,99412,100101,100692,101056,101005,101557,102658,103920,105166,105402,106130,106981,108817,109400,109646,109359,109714,109876,110566,110819,110686,110840,110971,110977,110868,110973,111612,112487,112679,113131,113521,114837,116509,117811,118680,119701,120605,122124,123136,124447,125910,126400,125810,124417,123141,122991,123406,124118,123483,121990,120954,120392,119885,119112,118817,118153,117465,115949,114428,112059,110840,110290,109946,109327,108407,108453,107944,108478,108585,109108,109170,109307,109374,109265,109268,109080,109083,108613,109256,109304,109738,109459,109268,109601,109456,109358,108837,108527,108276,107761,106423,105027,103732,102945,102524,101944,101810,101525,101072,100504,99872,99781,99710,99816,99906,100436,100709,101304,101734,102337,102518,102959,103659,104517,105830,107084,108261,108982,110023,110496,110840,111052,112478,113369,114377,114828,115155,115251,115395,115943,116556,117637,119004,120242,121036,122060,122837,123865,125133,126726,128091,128946,129279,129866,130349,131167,131097,131267,131794,132579,133096,133613,134567,135935,137569,138611,139441,139630,141198,142686,143900,144778,145398,146320,146412,146266,145712,145572,145823,147170,148338,149667,150574,151339,152440,153222,154916,156415,158170,159334,160614,161748,163172,164298,165928,167068,167510,167735,168298,169402,171008,172260,173364,174292,174341,174797,174470,175388,176776,178655,180109,181478,182613,184518,186672,189103,192406,195844,200130
Condominium and Co-operative Homes,29.944922,-95.34152,-10613369.457856707,3496472.042981105,9568,77032,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58113,58504,58571,58776,58861,59009,58848,58648,58914,59179,59379,59175,59333,59376,59467,59608,59679,59390,59657,59766,59577,59007,58968,59328,59337,58885,58856,58948,59726,61197,62559,63835,64431,65575,66187,66880,67138,67803,68039,68332,67633,66309,64451,63853,63409,63219,62383,62050,62204,62620,63083,62816,63099,63043,63764,63397,63980,63972,64116,63919,64172,64324,64179,63910,64265,65108,65962,66591,66573,66715,67724,68671,69335,69753,71189,73095,73996,74195,73951,74404,75030,76337,77297,78295,78144,78250,77853,78145,78414,79895,81711,83250,84227,84435,84420,84726,86036,87126,86918,86264,86688,86943,86648,85774,85156,84670,84361,84169,83974,83945,84839,85556,85749,85624,85879,86579,87439,88478,89602,90533,91299
Single-family Residences,29.944922,-95.34152,-10613369.457856707,3496472.042981105,9568,77032,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,53519,53580,53416,53264,53146,53128,53110,52949,52923,52921,53136,53436,53514,53383,53361,53566,53791,53948,54089,54412,54646,54960,55162,55242,55632,56022,56517,56724,56871,57020,57256,57653,57968,58210,58144,58140,58169,58621,59209,59750,60352,60837,61340,61623,61887,62033,62315,62648,63048,63195,63300,63376,63341,63271,63166,63325,63636,64058,64610,65163,65475,65616,65458,65409,65427,65689,65998,66155,66252,66418,66433,66308,66043,66025,66136,66488,66850,67378,67775,67938,68034,67991,68248,68513,69088,69337,69328,69291,69237,69354,69278,69727,70137,70821,71187,71735,72249,73170,74649,75772,77046,77581,78532,79081,79773,80238,80710,81166,81600,82102,82380,82745,82626,82680,82686,82827,82901,82849,82976,82962,82992,82605,82339,82006,82290,82548,82802,82875,83152,83610,83861,84343,84713,85181,85271,85629,85790,86010,86251,86885,87330,87305,87227,86810,86493,86014,85736,85253,84612,83975,83259,82056,81008,80531,80369,79991,79395,79098,78948,78559,78186,78133,78250,78629,78537,78271,77853,77924,78337,78423,78445,78570,78781,78604,77854,76947,76327,75931,75768,75530,74771,74167,73260,72941,72560,72425,72548,72790,73138,73191,72707,72165,71857,72074,72498,72592,72624,72476,72515,72615,72780,73006,73767,74542,75622,76053,76778,77468,78399,79237,80091,80801,81433,82212,82797,83382,83482,84071,84318,84791,85000,85770,86706,87936,89302,90349,91411,92226,93259,94000,95066,96249,97378,98031,98275,98703,98793,99077,98981,99260,100105,100740,101090,100711,100946,101405,102009,102550,103224,104200,105263,106482,106911,107818,108604,109967,110850,111668,112428,112405,112421,112414,113266,113933,114699,115221,116332,117481,118833,119918,121124,122601,124120,125067,125809,126530,127991,128967,129193,128960,128866,129224,129738,130608,131105,131600,131391,131711,131956,132897,134105,135462,136807,138062,139237,140278,141710,143589,146109,148422,150575
One Bedroom,29.896156,-95.28687,-10607285.847684855,3490208.6371579785,15270,77050,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164604,162585,160194,157313,155930,155722,155211,153517,152376,150949,151589,152989,155065,156716,159006,159759,158935,157520,157533,159820,161183,163630,163182,160873,157484,156548,157145,158021,159266,159846,159835,158590,158495,157425,156913,158307,160802,161524,162456,164816,167049,168680,169425,172393,174939,178712,182468,186050,188460,190056,189031,185600,183521,184803,186781,186866,185724,186488,187700,187797,185799,183575,182390,182910,184918,183984,184184,183206,183314,180367,177671,175856,175816,175767,176281,176518,176444,177176,177397,179317,180811,184266,185747,187902,189658,194354,199298,203903,204451,206198,207464,209371,210027,210435,213442,216776,221894,225060,226577,228142,230668,232991,235029,237524,241058,244454,246965,248883,249423,250121,252117,254496,258700,262409,266876
Two Bedrooms,29.896156,-95.28687,-10607285.847684855,3490208.6371579785,15270,77050,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,52072,51779,51433,50947,50599,50407,49980,49471,49090,48890,49001,49286,49529,49676,49782,49865,49839,49803,50219,50709,51122,51384,51707,51752,51906,52014,52506,53065,53629,54180,54752,55768,56732,57728,57890,58241,58695,59874,60865,61621,62724,63345,63671,63285,63128,62954,62937,62943,62807,62151,61408,60736,59627,59127,58780,59111,58890,58600,59016,59616,60134,60236,60312,60460,60979,61389,61939,61905,62194,62645,62414,62047,61532,61915,62169,62553,62563,62802,62955,63164,63406,63515,64330,64892,65895,65930,66141,65787,65868,65575,65392,65500,65630,65703,65342,65394,65597,66335,67067,67919,68450,68933,69334,69803,70439,71415,72112,72272,71866,71707,71901,72382,72661,72933,72768,72670,72617,72818,72810,72973,73126,73037,72464,71802,71987,72528,73707,74155,73620,72111,71322,71091,71498,71552,71844,72060,71868,71328,70849,71019,72186,73266,74517,75466,76347,76907,76941,76754,76368,76029,75136,73767,72425,71831,71157,70226,69085,68678,68522,68683,68781,68811,69001,69435,69613,69545,69061,68607,68022,67256,66930,66737,66686,66791,66544,66081,65388,64763,64528,64574,64642,64491,63945,63339,62777,62183,61959,62068,62377,62869,63002,63090,63250,63704,64197,64156,64412,64771,65455,65826,66118,65875,65936,65814,65944,65812,65997,66713,67260,67508,67471,67928,68580,70063,70888,71914,72475,73553,74221,74957,75364,76276,77107,77681,78044,77843,78510,79165,79590,79670,80026,80784,81694,82171,82550,83318,84382,85364,85363,85181,86187,87165,88183,88562,89134,89906,90577,91028,91496,91994,93126,94008,94298,94801,95140,95427,95646,95946,96568,96762,96831,97307,98212,99673,100772,101439,102320,103645,105236,106625,107997,108668,109191,109551,110672,111978,113834,114980,116165,116706,117252,117607,118232,120116,121214,122438,121732,121765,121457,122838,123805,124898,125951,127330,128507,129257,130857,132473,135245,137348,139706
Three Bedrooms,29.896156,-95.28687,-10607285.847684855,3490208.6371579785,15270,77050,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,53723,53876,53963,54087,54248,54494,54726,55015,55219,55459,55627,55957,56102,56154,56020,56168,56412,56723,57111,57221,57405,57560,58021,58270,58782,59148,59941,60487,60667,60344,59999,60097,60470,60812,60766,60658,60524,61006,61252,61602,62210,63267,64136,64683,64742,64862,65214,65687,66299,66226,66310,66545,66573,66567,66377,66874,67464,68041,68155,68438,68163,68337,68402,68339,68643,68763,69486,69204,69210,68916,69178,68974,69198,69288,69132,69020,68527,68651,68595,68773,68691,68613,68891,69537,70496,71150,71631,71988,72370,72765,72879,74049,75344,77139,77675,77977,77734,78013,79529,81201,83108,83712,84580,84104,83476,82728,83269,83925,84617,85201,84539,83611,82331,82426,82293,82993,84047,85061,85029,84785,84500,84015,84047,84362,84945,84854,84914,84433,83648,82626,82187,82009,82239,82445,82331,82084,82073,82256,82785,83519,84351,84914,85468,86067,86212,86276,86243,86077,85568,84979,83947,82635,81431,81052,80880,80391,79657,79084,78917,78923,79013,79064,79409,80067,80950,81576,81840,81998,82789,83897,84912,85728,85911,86143,85557,85179,84294,83149,81427,80104,79321,78688,77825,77230,77349,77748,78557,78976,79729,80888,83485,86218,86955,86500,86001,85561,85444,85404,85712,85192,83882,82403,80628,78795,78274,78505,79086,79646,79629,78917,78322,79048,80338,81277,81624,82073,82803,83608,84560,84942,85775,87018,88323,89183,90102,91215,92646,93443,94006,94276,94441,95344,95966,96818,96940,97513,97939,98127,97605,97894,98394,99157,99442,99864,100355,100807,101530,101728,101943,102573,104229,105776,106346,106849,107181,107558,107748,108320,108807,109273,110055,111314,112350,112868,113287,114317,115953,117893,119945,120784,121121,120696,120195,119540,119501,119641,121388,122291,123738,123475,123214,123938,126200,129540,131853,133482,134085,135639,136580,138279,139183,141099,143099,144877,145666,146006,147243,149078,151477,153167,154501
Four Bedrooms,29.896156,-95.28687,-10607285.847684855,3490208.6371579785,15270,77050,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,65260,65156,64989,64708,64492,64474,64414,64393,64472,64797,65290,65757,66053,66152,66115,66149,66200,66155,66135,66071,65778,65282,64891,64836,64964,65036,65376,65772,65880,65752,65802,66159,66803,67443,67407,66949,66438,66846,67421,67997,69076,70098,70900,70926,70785,70284,70396,70551,71292,71192,70910,70388,69513,68989,68330,68314,68174,68654,68908,69497,69411,69626,69860,70356,70919,71345,72057,72590,73205,73450,73916,74042,74095,73912,73300,72760,72439,72477,72747,72611,72805,72839,73004,73311,74199,74984,76005,76512,76765,77110,77022,78103,78699,79782,80163,80449,80626,81434,82770,84720,86849,88133,89557,89775,90492,90809,92291,93696,94851,95198,95395,95200,94628,94245,93775,93650,93382,93341,92277,91307,90679,91161,91279,91392,91801,92702,93576,94405,95322,95940,97239,98390,99242,98816,98490,98563,98958,99134,99596,100617,101022,101383,101030,101095,100957,101019,101211,100842,99964,98853,97678,96696,96251,96641,96583,96282,95638,95513,94876,94671,94367,94277,94195,93437,92722,91320,90986,90343,90306,90021,90462,90347,90530,90595,90461,89931,89028,87994,87109,86544,86044,85283,83970,83206,82690,82243,81594,80978,80677,80882,80797,80872,80491,80581,80880,81140,81119,81141,81491,82288,82927,83406,83850,84328,85252,85946,87011,87961,89001,89446,90227,90995,92047,92857,93730,94426,94792,95322,95429,95654,95960,97245,98412,99543,100422,101405,102022,102546,103498,104530,105655,106615,107462,107938,108044,108875,109878,110489,110519,110737,111404,111940,112380,112811,113416,114010,114622,114887,115045,115684,117406,119148,120172,121248,122534,124190,125002,125753,126551,126568,126639,126982,128207,129487,130499,131144,132036,132937,134655,136316,137967,139494,141090,142745,143375,143855,144954,146741,148296,149117,150408,151945,153747,155722,157005,158375,159629,161249,162283,163193,164230,165820,166827,167756,168543,169553,171149,172619,174566,176357,178446
