HomeType,Latitude,Longitude,mercator_x,mercator_y,SizeRank,Zip,State,City,Metro,CountyName,1996-01-31,1996-02-29,1996-03-31,1996-04-30,1996-05-31,1996-06-30,1996-07-31,1996-08-31,1996-09-30,1996-10-31,1996-11-30,1996-12-31,1997-01-31,1997-02-28,1997-03-31,1997-04-30,1997-05-31,1997-06-30,1997-07-31,1997-08-31,1997-09-30,1997-10-31,1997-11-30,1997-12-31,1998-01-31,1998-02-28,1998-03-31,1998-04-30,1998-05-31,1998-06-30,1998-07-31,1998-08-31,1998-09-30,1998-10-31,1998-11-30,1998-12-31,1999-01-31,1999-02-28,1999-03-31,1999-04-30,1999-05-31,1999-06-30,1999-07-31,1999-08-31,1999-09-30,1999-10-31,1999-11-30,1999-12-31,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31
Three Bedrooms,29.734379,-95.52269,-10633537.210003724,3469452.23061204,926,77063,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170156,171226,171735,173343,175519,179841,183938,188338,192236,196645,199161,200486,200691,201062,201522,201886,201275,197097,193006,188507,184921,180632,177848,176863,177004,178013,180067,181957,183248,183903,184880,185652,186388,186696,188405,189178,190251,190228,190517,191007,191111,192155,191757,191156,190208,190206,190588,191717,191665,191403,190374,190348,190688,191057,191410,191542,191405,191426,190525,189470,189371,190002,191029,191162,191440,191117,191070,191230,191445,191392,191635,192170,192781,192859,193239,193509,193608,193921,194460,195198,196546,198249,199581,200658,200420,201212,201164,201973,202848,203699,204515,204848,205187,205172,205838,206363,207618,208137,209153,209601,209472,209772,209602,210399,210787,211906,211621,211080,210353,209917,209744,209564,209954,209822,209920,209570,208996,207879,207680,208297,209379,210006,210291,210913,211221,211621,212060,212181,212016,211643,211655,211619,211077,211248,211651,212091,212614,212414,212291,212280,213296,214202,214740,214740,215681,215985,216419,215719,215224,215329,215240,214915,214142,214144,214274,214593,213673,212384,210628,210072,209502,209203,208838,208571,208068,206621,205341,203810,203227,202925,202748,202139,201582,200917,200783,200782,201159,201787,201939,202733,203243,204704,205541,206704,207553,209202,210638,212371,214346,217426,221246,224177,226461,228178,231033,234424,238642,242439,245826,248871,252210,254644,256854,259619,264100,268977,273827,277924,280945,283323,285611,287683,288628,290026,291548,293605,294229,294358,294272,293529,293092,291983,292105,293450,295400,296519,296245,295483,295250,294809,294616,294634,295039,296026,296188,295465,294632,294234,294514,294463,294084,294179,293329,292946,291698,291294,290914,290634,289893,289360,289416,290054,290370,290299,290038,289546,289507,289844,290976,292028,292799,292366,291594,291209,292318,292963,293870,293676,294493,293885,292783,291572,291352,292262,293051,293538,293305,293736,294468,296303,297600,299905,302528,305582
Four Bedrooms,29.734379,-95.52269,-10633537.210003724,3469452.23061204,926,77063,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299364,299603,300738,303323,305692,307271,307183,306393,305078,302063,298170,293428,289922,287504,285651,281552,278570,275529,275453,275352,274963,276335,277729,280968,282973,285521,285624,287377,286482,287260,285884,285642,286427,287119,289274,289405,288783,286425,285348,284502,285281,285194,286032,286669,287339,288241,288602,289646,290788,291905,292713,293550,293302,292908,291589,290938,291511,292208,293110,293070,293153,292996,292270,291868,292282,294461,297020,299633,300844,302218,303233,304450,305004,307360,311341,314438,317000,316976,318448,318488,319096,318972,318876,320062,322235,324007,324363,324175,323458,323423,322928,323385,323595,323593,324124,323455,323780,322944,323630,323501,324272,325030,324962,325344,325875,327858,329252,331135,331965,332393,331299,332110,332903,334403,335294,336701,337763,337542,337215,337468,337412,337677,338168,338729,339733,341072,343888,346125,348204,350731,351451,351018,349731,350262,351197,351595,351044,349902,348059,345222,342327,340049,340644,341954,342502,341720,341112,341361,342111,341667,341302,340760,341665,341331,341570,340837,342057,341877,340072,337849,335303,335912,336534,339034,339467,340531,338313,337932,337365,338924,341170,342918,345909,346612,347846,347138,348279,349215,352543,355099,358871,363319,370935,378698,384642,389606,394135,397993,402443,408504,417085,424329,428443,431140,430940,431918,434240,439132,444721,452137,458804,463411,464496,465708,468836,472318,476344,479061,480913,481053,479765,479673,477414,476046,472615,471920,472536,473236,472588,470374,469137,469544,470165,469016,468348,468220,470648,472010,471088,470807,471778,474625,475540,474095,473283,474022,475736,476049,475408,474621,475320,474228,473280,472567,474317,477781,482283,483054,483917,484292,487620,490454,493571,496467,497550,497408,497543,498835,498642,499760,499398,500682,500439,499786,497130,495060,494993,495792,495638,494358,493768,493936,495191,495984,496906,498702,501913
Five Bedrooms And More,29.734379,-95.52269,-10633537.210003724,3469452.23061204,926,77063,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,700929,694672,688217,677818,668931,664076,657763,649346,642361,638689,637885,636117,634104,632607,631599,628726,624772,617495,611736,611963,610190,606829,604255,604719,608286,609333,611673,614293,617410,619362,621994,621094,622862,622078,615981,608050,597409,593800,592142,591121,591419,592260,597041,601408,603736,606573,608445,612203,615264,617485,616744,618533,619150,622129,621385,619430,617874,616562,620791,623304,625280,623895,621848,620070,618885,618258,617074,617634,618942,621601,623029,625049,627459,630604,633814,636450,639093,641392,644119,646349,648284,649295,650045,648253,648240,647636,649610,650314,649516,649684,651177,653324,655573,657637,659827,663261,665384,670733,677266,682426,691175,694262,699917,703060,707532,711332,712081,715213,719401,723922,723826,724306,720021,721188,719527,720862,719459,717691,719489,720390,722386,722318,725727,727919,732572,733533,736502,737673,741146,745668,749211,752672,755245,756677,755882,756835,758002,761227,760717,762022,763981,766300,768469,769544,768294,766244,764783,765399,766391,767160,770607,772573,772936,773713,772917,771967,771264,774307,778339,779865,780496,782407,784656,790516,793413,795115,796512,800120,803210,804037,804220,805619,807014,806358,802348,795410,793535,793125,795227,793767,792636,789761,785076,781784,778761,779184,782203,785584,786799,786953,783177,782440,782845,786891,792563,795751,800911,803145,805940,807793,810115,812021,818110,824643,833902,843320,856495,871016,883589,894774,904767,910742,917996,927829,941504,952102,959253,965953,968061,971751,975096,982815,992164,1007900,1027718,1043641,1054443,1062661,1071877,1079082,1087606,1093928,1099956,1102720,1102165,1101374,1087152,1075403,1060053,1056660,1054226,1053709,1051336,1047184,1044154,1042102,1043315,1042849,1047223,1050889,1057782,1059194,1057602,1055675,1055995,1058551,1059481,1058947,1056102,1053076,1052999,1053264,1054823,1054239,1055285,1054573,1052672,1051117,1051981,1054668,1058077,1060124,1062290,1063745,1065850,1068476,1073388,1077787,1079142,1077495,1076428,1079179,1080994,1082378,1078856,1077817,1073754,1070146,1063802,1059988,1060049,1061501,1062115,1059845,1058873,1059572,1063809,1067320,1073286,1080180,1088753
Condominium and Co-operative Homes,29.734379,-95.52269,-10633537.210003724,3469452.23061204,926,77063,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,73210,73763,74047,74686,74976,75163,75394,75694,75907,76196,76610,77165,77292,77016,76739,76376,76220,75875,75649,75533,75758,76055,76057,75832,75888,75815,76221,76847,77928,79221,80025,80552,80494,79892,79332,78723,78635,79375,79188,78815,77970,77664,77376,76515,75825,75518,75471,75603,75619,75328,75480,75469,75692,75430,75657,76194,76961,77321,77682,77841,77869,77712,77294,77090,76839,76956,76752,76524,76233,76257,76305,76277,76198,76303,76674,77274,77752,78064,78441,78912,79432,79905,80295,80863,81378,81738,81740,81574,81627,81983,82217,82660,82971,83358,83563,83742,84013,84437,85471,86285,86982,87128,87558,87571,87356,87130,87112,87195,87250,87621,87894,88168,88268,88113,88076,88146,88617,88886,89114,89467,89937,90030,89737,89313,89124,89387,89848,90303,90812,91177,91471,91537,91595,91400,91252,91443,91714,91827,91267,90988,90640,90398,90204,89701,89021,88172,87797,87405,87133,86824,86739,86106,85450,84991,84787,84655,84634,84999,84970,84843,84175,83833,83313,83638,83607,83674,83221,83030,82787,82528,82378,82108,82147,81883,81554,80457,79696,78931,78646,78158,77653,76963,76162,75475,74965,74630,74529,74598,74645,74507,74025,73778,73368,73308,73111,73085,72726,72402,72139,71921,71763,71723,71885,71965,72318,72696,73572,74402,75403,76120,76839,77818,78777,79749,80595,81513,82323,83122,83587,84168,84760,85816,87065,88205,89404,90300,91494,92381,93422,94095,95118,96026,96916,97484,97602,97793,97613,97888,97652,97963,98268,98921,99239,99271,99490,99806,100456,100831,101303,101529,102204,102685,103106,103221,103331,103611,103756,104029,104079,104131,104284,104564,104887,105037,105045,105113,105262,105584,105911,105978,106158,106112,106243,106079,106161,106201,106649,107006,107429,107552,107822,108217,108636,109131,109105,109422,109172,109397,109303,109595,109773,109972,110110,110275,110426,110657,111198,111630,112384,112874,113479
Single-family Residences,29.734379,-95.52269,-10633537.210003724,3469452.23061204,926,77063,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,287011,285227,282193,274906,266366,259418,254498,250268,244982,239139,232486,225768,220627,214752,208339,204034,202456,200819,197327,193791,192972,193301,196289,198877,199150,199167,202355,205555,207283,206812,206722,206105,204018,201917,197867,195313,194325,194273,192306,189108,186689,185906,186100,187198,187717,188353,188753,189854,191371,192874,193508,194484,194691,195475,195696,196082,196683,196702,197714,197612,197318,196623,196533,196873,197952,198062,197912,197060,197059,197476,197778,198063,198184,198137,198364,197884,197162,197093,197505,198338,198478,198747,198595,198773,199103,199293,199094,199192,199676,200468,200831,201420,201813,201997,202303,202599,203117,204456,206240,207644,208673,208474,209302,209289,209955,210672,211422,212336,212818,213398,213720,214471,214968,215970,216223,217106,217569,217663,218013,217921,218716,218947,219772,219469,219180,218660,218622,218679,218815,219230,219241,219577,219494,219179,218199,218091,218620,219625,219968,220096,220582,220867,221414,221769,221796,221429,221015,220935,220870,220561,220825,221250,221557,222086,221776,221503,221250,222124,222943,223442,223400,224038,224359,224673,223939,223219,223225,223213,223048,222413,222464,222582,222913,222101,220878,219326,218919,218535,218386,218058,217692,217046,215486,214270,212801,212321,212083,211912,211368,210950,210265,210109,210201,210766,211645,211841,212695,213309,214776,215808,217003,217781,219183,220429,222204,224258,227451,231396,234602,237050,238978,241681,245044,249227,253307,257008,260070,263391,265602,267792,270215,274245,278580,283315,287720,291213,293988,296456,298732,299815,301266,302606,304531,305213,305557,305482,304079,302985,301343,301365,302608,304463,305719,305650,305266,305250,305052,304879,305242,305810,306920,306960,306147,305295,304825,305173,305076,304856,304947,304550,304457,303553,303235,302957,302838,302238,301949,302188,302859,303194,303125,302647,301849,301664,302168,303426,304481,305157,304680,303794,303464,304396,304861,305485,305009,305607,304850,303788,302604,302413,303253,304001,304397,304201,304683,305541,307537,308851,311006,313344,316153
One Bedroom,29.70828,-95.48361,-10629186.844303524,3466106.8020496285,943,77081,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45452,44656,43928,42555,41571,41014,40826,40694,40801,41210,41913,42483,42837,43204,43636,44382,45059,45418,45682,46286,47022,47224,46978,46983,47432,48237,49372,50315,50845,51177,50919,50252,48885,48188,47714,47604,47337,46978,46496,45959,45506,45141,45069,44950,45175,44986,45096,44799,44917,45120,45220,45137,45037,45161,45263,45414,45496,45842,46498,47339,47573,47061,46475,46130,46120,45952,45869,45750,45816,46108,46259,46451,46470,46603,46791,47536,48481,49548,50341,51168,51864,52357,52772,53158,53941,55031,56149,56696,56880,56991
Two Bedrooms,29.70828,-95.48361,-10629186.844303524,3466106.8020496285,943,77081,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40406,40510,40749,41198,41829,42333,42581,42539,42219,41807,41285,40937,40757,40830,40768,40854,40775,40994,41472,42269,43251,44283,45510,46664,47603,48237,48803,48828,48609,48213,48044,48072,48576,49332,50025,50317,50503,50807,51480,52372,53457,54303,54916,55240,55112,54594,53903,53277,52801,52232,51448,51019,50717,50813,50850,51112,51357,52023,52553,53500,53915,54368,54350,54393,54259,54084,53697,53178,52686,52145,51824,51423,51213,51075,51139,51082,51051,51395,52120,53001,53407,53678,53874,54045,54344,54615,54946,55123,55308,55001,54633,54033,54125,53995,53901,53813,54057,54329,54639,55003,55698,56740,57699,58648,59410,60431,61363,62209,62671,63447,63969,64853,65031,65198,65201,65325,65440,65723,66677,67641,68599,68705,69330,69768,71008,71901,72939,74039,75010,75888,76268,77276,78015,79274,80134,80967,81412,81896,82604,83254,84074,84752,85205,84578,84404,84488,84957,85444,85704,86122,86111,86135,85911,85659,85586,85956,86541,87024,87336,87270,87274,87187,87596,88172,89297,89772,89856,89910,90179,90390,90372,90691,91190,91803,91974,91616,91012,90600,90608,90631,90584,90379,90295,90218,90376,90289,90421,90911,91421,92165,92819,93487,94139,95062,96132
Three Bedrooms,29.70828,-95.48361,-10629186.844303524,3466106.8020496285,943,77081,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,146241,146567,146780,147882,149612,150985,152144,153120,155071,155902,157741,160251,163117,163391,162516,162262,162329,163785,164031,165078,164037,164349,164007,161769,158720,158109,160776,162054,161202,158225,157176,155211,154381,154440,153135,153591,153989,157504,158713,159471,160237,161913,164387,166713,169019,169946,171214,171570,173156,173641,174819,175557,176105,177266,176981,176701,175432,174535,175074,175687,175447,174121,173654,174428,175633,175784,175821,175957,177222,178480,178936,179392,179330,179784,179653,179774,179754,179349,179629,180220,181113,181660,181704,181520,182327,182669,183190,183230,183942,186650,188082,189050,188446,188535,189792,190876,191631,192864,194554,195733,195953,194232,193619,193442,194161,194701,194353,194668,194719,194970,194353,194418,193993,195074,195520,196292,196441,196651,196559,196135,196506,197015,198232,198799,200518,201154,201806,201768,202368,202979,204303,205773,207442,208333,208568,208852,209312,210073,211322,212753,214557,215712,216323,216441,215800,215209,214524,213681,212165,210285,208608,208337,208092,208436,207601,206751,205020,203843,203331,203888,204272,205683,207316,207472,206456,204512,204556,204902,205975,206286,206571,206383,206749,205619,203699,201521,200439,200454,200310,200077,199416,199076,198256,197445,196137,195704,195475,196372,197210,197805,196926,195934,195223,194909,195205,195279,195954,196889,198717,200086,200740,201052,203216,205895,209408,212367,215634,219354,222795,225772,227876,228888,231058,234075,237505,240535,243081,247447,250884,254833,258170,261926,265893,270591,275725,279701,282721,285215,287433,288144,289364,290106,291628,292524,292696,293139,291004,289622,287187,286742,287103,287531,287374,285952,284803,283926,283753,284110,285872,287910,289846,290313,289944,288871,288506,288243,288229,288103,288927,288764,288728,286768,286626,286812,287984,288873,289738,291769,293191,294494,294280,293485,291766,292568,294393,296936,297802,298548,298924,298581,298672,298969,299744,301050,302427,303908,301879,299457,296873,296450,296145,296210,296505,297100,298289,299996,302512,304653,309171,314280,320891
Four Bedrooms,29.70828,-95.48361,-10629186.844303524,3466106.8020496285,943,77081,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247541,250893,254088,260558,263942,265910,266647,268937,271547,275060,278095,280066,281126,278834,275599,269814,269928,271727,275086,275817,275129,272958,272058,272647,273175,276114,278313,283277,284370,284879,284178,283292,283660,283449,281633,279001,278591,280287,283892,285850,287800,288773,289641,290406,289853,290339,290141,290481,289844,289044,288154,287533,287438,288171,291014,294344,297362,297793,299644,300890,301461,301741,302009,304979,306294,307984,307784,307661,307650,308359,309083,311034,314801,316974,318877,317185,318525,319031,320436,321780,323068,325617,326731,328340,328459,330535,330862,332126,331409,331486,331187,331008,331510,331331,332915,333305,335180,335224,337593,340373,343535,345322,347077,348413,349803,350911,351874,352300,351278,350936,350754,350808,351370,353176,355603,357336,357662,358320,358713,359614,359895,360274,359718,358996,358332,358096,357589,358258,358432,358285,356274,354734,354056,354224,354745,356104,357638,358889,358566,356823,355790,355451,355907,355783,356571,356626,356762,354827,352489,348567,346359,345668,346954,346929,346501,345663,343872,343058,341713,341863,341194,342414,343414,343901,341086,339445,338834,339755,340917,341653,342886,343710,345027,346427,347493,348542,351822,355290,359448,362759,367562,372302,377290,381273,385539,386425,388152,391179,396692,401377,404241,407916,409702,412363,413921,417471,422293,430118,438939,444638,447140,448979,452618,455869,459907,462554,465491,466985,465687,464562,460157,459172,456608,456878,456991,456699,454381,450815,448732,448084,448787,450175,452985,455227,457702,458615,457734,456648,457002,458686,459696,459228,459270,454409,449459,442284,440044,437690,437270,436643,437083,437074,436238,434746,432911,434973,437204,440377,440271,440306,440094,439855,438647,437738,437716,440302,442428,443893,443040,443272,443318,443607,443290,443410,444338,445269,446340,446341,447119,447798,450519,452813,456322,460081,464542
Five Bedrooms And More,29.70828,-95.48361,-10629186.844303524,3466106.8020496285,943,77081,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,614682,603144,594501,582555,575019,573490,568659,567540,566981,570022,570541,570602,568444,571030,577694,583938,590179,591118,597890,597566,593958,584713,583811,585048,591081,595946,594670,587341,573105,557864,539369,529013,526979,529451,526931,521359,515506,511412,512899,511922,514352,516296,528481,534319,536337,536642,536640,542837,544169,549973,549589,554231,553260,557760,559037,561964,562242,556479,555379,551343,556292,552403,553001,551675,558950,562263,559337,556428,556789,563261,569961,575390,577033,578240,579260,579792,578636,575121,578334,583508,588285,590460,590416,593035,593426,595851,596194,598938,596676,600327,598987,598906,595464,595283,593276,591830,591565,595070,599756,600148,603535,600541,601956,600823,602205,603948,604626,606846,607226,608160,608038,610903,612564,616650,619195,621021,623058,621183,623953,623384,626570,626681,628739,629185,631280,633412,635148,636587,638943,642764,644765,646661,649373,651905,652918,653741,654199,655107,654240,658500,663617,669476,672579,675506,674721,673025,672426,673108,672446,671232,673249,675383,674220,673853,670638,667606,665363,666416,666157,665385,666932,671311,675249,674194,673257,669716,673006,676876,680351,681304,684578,688019,689689,687223,681644,674470,670383,668675,669576,668124,665807,662468,656307,652279,648780,648573,650110,656683,662060,666117,661418,659231,659841,663442,668703,670460,674372,676768,681193,682921,683953,685556,691579,698764,706434,714358,725585,739476,751670,761667,770195,774298,778945,784523,795045,803943,809041,815400,816368,818293,817471,820553,826003,839158,851557,861314,865620,872990,882238,888528,895448,901814,909648,916923,919611,920313,921574,925056,927405,926659,928138,930175,932737,931174,932090,932220,936363,938871,940530,940008,942567,945281,946180,947132,949103,951862,952025,952082,950400,949041,949398,951216,952346,953663,955878,955659,954552,957212,962007,966729,968034,970433,969641,968674,967009,966392,966576,964576,961106,955398,951550,949082,948760,949407,949161,951170,950791,949464,944122,942045,943662,945777,946483,946908,948288,949220,952822,955485,961220,968113,978570
Condominium and Co-operative Homes,29.70828,-95.48361,-10629186.844303524,3466106.8020496285,943,77081,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39214,39230,39457,39806,40452,40830,41166,41179,41326,41541,41631,41465,40995,40718,40364,40025,39236,38796,38441,38549,38367,38115,37979,38244,38743,39260,39607,39887,39950,39923,39660,39139,38586,37891,37325,36660,36337,35912,35651,35467,35669,35799,36099,36617,37568,38747,39621,40224,40372,40661,41099,41513,41607,41537,41510,41435,40932,40190,39592,39404,39371,39459,39540,39668,39819,39907,40108,40177,40369,40540,41005,41334,41643,41634,41543,41636,41761,42247,42151,42077,41921,42020,41944,41907,42261,42871,43479,43643,43946,44339,45214,46277,47292,48466,49315,50131,50662,51435,52009,52578,53247,53792,54619,55250,56162,56136,56638,57470,58558,58901,59191,59773,60363,60628,60395,59905,59031,58843,58504,58037,57232,56578,56356,56323,56327,56393,56400,56626,57238,58247,59329,59721,59684,60312,60963,61455,61322,61503,61636,62073,62380,62475,62444,62486,63046,63282,63902,64523,65296,65724,66389,66876,67341,67657,68061,68817,69465,70027,70170,70349,70738
