HomeType,Latitude,Longitude,mercator_x,mercator_y,SizeRank,Zip,State,City,Metro,CountyName,1996-01-31,1996-02-29,1996-03-31,1996-04-30,1996-05-31,1996-06-30,1996-07-31,1996-08-31,1996-09-30,1996-10-31,1996-11-30,1996-12-31,1997-01-31,1997-02-28,1997-03-31,1997-04-30,1997-05-31,1997-06-30,1997-07-31,1997-08-31,1997-09-30,1997-10-31,1997-11-30,1997-12-31,1998-01-31,1998-02-28,1998-03-31,1998-04-30,1998-05-31,1998-06-30,1998-07-31,1998-08-31,1998-09-30,1998-10-31,1998-11-30,1998-12-31,1999-01-31,1999-02-28,1999-03-31,1999-04-30,1999-05-31,1999-06-30,1999-07-31,1999-08-31,1999-09-30,1999-10-31,1999-11-30,1999-12-31,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31
Four Bedrooms,30.207559,-97.79575,-10886573.091746284,3530257.6155367484,93,78745,TX,Austin,Austin-Round Rock,Travis County,0,176725,174716,173826,173712,175148,176814,176748,176005,176600,178418,180736,181795,182787,184300,187212,186898,186121,184220,184160,185384,184648,183743,180507,179509,177442,178346,176485,176670,174393,173823,174315,173920,173173,170233,169698,168833,169788,169159,169950,169564,169182,167987,167029,167244,168864,170736,173363,175199,176865,177254,177619,178152,178968,179752,180660,181077,181741,182416,182334,182360,181918,182251,182584,183070,184004,185027,186087,186740,186884,187080,186989,187163,186937,186819,186749,187098,187658,187814,187289,187179,187148,187647,187849,188160,188420,188879,188992,189087,189071,189656,190498,190856,191086,191130,191490,191841,192576,193318,194270,194905,195349,195316,195283,195510,195874,196063,195972,195565,195355,195334,195229,194885,194666,194585,194738,194905,195170,195348,195661,196236,196307,196181,196037,196456,196682,197357,197673,198224,198234,198945,199600,200453,201304,201857,202669,203334,204523,205274,206395,207566,209295,210698,212079,212563,212945,213652,214291,214621,214547,214663,214299,213545,212515,210911,209300,208823,208841,208746,208182,208248,208531,208782,209522,210187,210809,211822,212698,212689,212408,212362,212644,212241,211559,210835,209784,209052,208881,208553,208549,208540,208860,208565,208246,208036,207901,207419,207481,207654,207989,208587,208877,209295,209014,209415,210068,211237,212660,214451,216324,217803,218273,217922,218465,220163,223266,226534,229901,232875,235602,238257,240103,242208,245027,249398,252854,255917,257747,259593,261050,263023,265065,266988,269525,272581,275689,278085,280394,281775,283459,284978,287466,290233,293538,297800,301997,305236,307234,308656,311138,314544,317809,320377,321935,322914,323629,324112,324073,324561,326228,329099,331191,332052,333160,335394,338284,340426,341690,342067,342252,343302,344637,346451,347621,349002,349849,350112,349789,350713,352805,355303,358479,359545,361639,361341,362456,363524,366210,368145,370332,372116,374488,376342,377748,379927,379631,380252,381181,384926,388371,392274,395738,399470,402724,406759,411228,416382,423371,431247,438804,444592
Five Bedrooms And More,30.207559,-97.79575,-10886573.091746284,3530257.6155367484,93,78745,TX,Austin,Austin-Round Rock,Travis County,0,200321,197987,196710,194604,193378,192931,191683,190730,190061,191573,194207,196330,198793,201440,204696,206104,207424,207785,208462,209804,209763,208500,205286,205762,204891,206153,204924,206171,205964,206092,208279,208478,210635,209770,210502,206911,205459,202321,201509,199670,199546,199837,199949,201990,204227,207671,210016,212462,214136,215950,218009,219874,220594,221017,221019,220313,219554,218158,218066,218448,219472,220933,221265,221512,221622,221923,222805,223397,223352,223466,222923,222707,221985,220518,220530,221015,222122,221758,221060,221297,221759,222253,222247,222894,222875,223824,223384,223557,222067,222175,221909,221497,220865,221210,222424,223126,224425,225303,226254,225874,228014,229531,230936,231217,231795,231208,229494,227840,227205,227331,227656,228057,226691,225244,224423,224770,225100,225616,226500,227436,227591,226899,226473,226614,227941,229604,230854,231340,231704,232654,233500,234479,234722,234765,234914,236007,237445,238430,238835,239522,240245,240767,241821,241899,242697,243868,245015,244901,243949,243900,243622,243157,242245,241373,239805,239681,239816,240147,239645,239251,238609,237295,238051,239186,240833,241373,242060,241480,240559,239659,239754,239731,239574,239737,238646,237905,236966,236895,237300,237515,237857,237233,236601,236052,236283,236325,236940,236964,237165,237764,237685,238896,238920,240154,240749,242253,243450,244243,245594,246958,248084,247394,247961,249551,253439,257617,261986,265440,268456,271916,273205,274617,276651,281776,285930,288145,289047,289742,291208,293594,296256,298757,301474,305207,308478,310930,313168,315838,318826,320995,322950,324823,327656,331231,337678,342600,346870,348435,351045,354594,357594,360995,363820,366227,367779,369585,368893,369207,369905,373685,376593,377603,378805,380721,384000,386601,388423,388430,388187,388908,390557,392951,394758,397058,399393,400981,400632,400906,402886,406619,411497,413402,416628,416398,418793,421057,425689,427997,430112,431443,434028,436409,438324,440932,440925,441928,442431,445855,448525,453185,457943,463590,467973,472374,477076,482992,490649,499679,508506,515540
Condominium and Co-operative Homes,30.207559,-97.79575,-10886573.091746284,3530257.6155367484,93,78745,TX,Austin,Austin-Round Rock,Travis County,202025,200160,198104,194972,190971,188856,187984,189812,189894,189630,189013,189766,190679,192967,196650,199156,201427,200533,198602,193218,190860,190018,190665,190648,190629,189098,186242,184347,185660,187620,188328,189071,190064,190390,189855,187653,185147,181929,178998,175917,173234,173094,175266,177876,178760,178565,178131,178775,180198,182208,183875,185706,186544,186268,185064,184384,183676,183354,182280,179703,177534,173648,172624,169665,167682,165842,164854,164530,163471,163756,164164,166110,166669,170087,170910,174470,176626,178687,179089,179490,180966,181376,182833,185319,189164,190592,191999,192795,193795,193659,193742,193928,195207,196383,196282,193712,190902,189578,189930,190184,191302,194868,198396,199771,199195,198591,199683,201204,202829,204077,203993,202891,201437,198620,197701,196644,196414,196219,196484,197389,197047,196473,195835,195476,195281,195413,194966,195496,196410,197519,197495,197420,198225,199412,201803,204793,206714,207068,206129,207206,209183,211260,213119,213871,214466,213416,211739,210124,209934,210913,213280,214522,213274,210890,206654,204414,203249,203980,203997,203201,202051,201856,201225,198935,197469,196686,198985,200092,200398,200240,200875,201204,201318,200303,199266,198760,198343,198313,197373,196914,195527,194166,192438,191528,190352,188709,187210,186255,186034,185076,184057,182830,183184,183420,183915,184108,184849,186736,188592,191193,192780,194776,196224,198487,200297,202135,204203,207385,210139,211983,213067,212963,213995,215269,218151,219760,220795,221507,222109,222668,223391,224351,225028,226818,228561,230392,230459,230520,232539,235244,238107,238543,239578,241181,244522,246176,246817,247018,248718,251848,253325,254359,254877,257150,259026,260513,261804,264028,266672,269534,271771,273137,272975,272939,273254,274552,275245,275585,274965,274191,274367,274908,276042,276621,278258,279410,280964,281402,282504,284037,286229,288982,290091,291430,291425,292735,294293,296852,298084,299222,299831,301307,302352,302611,302847,302075,302335,302813,304608,306391,308710,310958,313665,315774,318278,321296,325177,329936,334781,339236,342603
Single-family Residences,30.207559,-97.79575,-10886573.091746284,3530257.6155367484,93,78745,TX,Austin,Austin-Round Rock,Travis County,0,150950,150647,150090,149688,149838,151389,152881,154496,155621,157006,158916,160660,161827,161377,160606,159303,158923,157309,155157,152153,148859,145913,143143,141888,141506,142816,145193,147976,147860,146221,145601,145843,148209,149488,149794,147908,145957,146067,147075,147981,149356,151290,152477,154154,154700,156334,157861,160220,161941,162681,162555,162419,162532,162426,163130,163529,164394,164778,165130,165669,166082,166439,166628,166923,167221,167797,168402,168579,168758,168569,168726,168691,168547,167946,167407,167132,167142,167027,166587,166664,166508,166671,166614,166772,166957,167268,167445,167641,167651,167755,167825,167620,167427,167177,166965,167067,167723,168699,169714,170268,170777,171314,171961,172620,173216,173785,174157,174174,173833,173577,173236,173239,173352,173504,173741,174059,174480,174821,175459,176062,176660,176932,177300,177597,178010,178662,179209,179578,179719,180138,180571,181319,182069,182571,183103,183596,184247,184641,185421,186507,187906,189378,190572,191312,191468,191875,192208,192479,192346,192331,191918,191320,190261,188368,186796,185750,185516,185110,184637,184522,184776,184988,185223,185510,186118,187485,188418,188562,188514,188725,189217,189283,188893,188346,187367,186512,186028,185431,185043,184714,184447,183938,183156,182424,181806,181299,181806,182323,182671,182832,182941,183481,183727,184386,185279,186515,188118,189648,191126,192147,192911,193126,194303,196001,198673,201255,204078,206790,209185,211801,213622,216092,218613,222531,225243,228218,230217,232491,234160,236051,238200,239851,242606,245456,248653,250500,252443,253117,254414,255639,258066,260568,263310,267107,270155,272245,273509,275371,278282,282021,285228,287781,289227,290419,291297,292074,291993,292853,294396,297245,299012,299811,300798,302908,305561,307556,308914,309689,310894,312391,314010,315504,316977,318701,319937,320364,320410,321585,324014,326304,329072,330179,332327,332546,333840,334777,337036,338281,339602,340667,342559,344402,345670,347583,347604,348275,349484,353229,357059,361253,365476,369879,373516,377791,382607,388130,395131,403192,410791,417001
One Bedroom,30.17202,-97.82265,-10889567.586048622,3525680.6300047925,446,78748,TX,Austin,Austin-Round Rock,Travis County,0,0,169879,171030,172216,174807,176488,177428,175605,172926,169530,167540,165434,163788,161361,158133,152956,146771,142543,140484,142301,144701,147314,148026,148866,148272,148062,148669,152247,156918,159791,159346,156719,154242,153115,152256,151134,151154,152456,154198,155184,155638,155673,156985,158448,159995,160033,160615,161362,162360,162464,162604,162519,162743,163334,164096,164557,165102,165763,166600,166989,167231,167391,167927,168276,168333,168345,168646,169293,169690,169844,169544,169448,169071,169040,168803,168953,169022,168950,168572,168285,167858,167490,166951,166636,166634,166655,166014,165103,164432,164752,164915,164593,164157,163992,164145,164305,164551,165000,166014,167040,167996,168276,169168,170541,171732,172128,172500,172817,173348,173934,174406,175077,175788,176825,176802,176610,176400,177058,177526,177698,178074,177565,177509,176749,176580,175591,176098,176220,177186,178281,179553,181483,182397,184071,184774,185628,185644,186359,186438,187471,187979,188716,189005,188727,188280,187764,187631,187693,188489,189814,190658,190486,189744,188395,187328,186945,186833,186527,185945,186390,186056,184930,183844,182872,182590,181962,182103,181384,180793,180505,180493,180442,179536,178792,177580,177154,176855,177012,176287,175021,174310,172690,171509,169201,168840,168405,168890,168654,168268,167683,167357,168235,168901,170362,171171,172718,173678,174985,175623,176457,176914,177262,178159,179290,180981,182836,185115,186765,187596,188382,189739,191604,194053,197253,199638,201513,202553,203841,204936,206614,208726,210230,211985,213938,215841,216986,218049,219080,220518,221333,222717,223818,225583,227926,229853,231026,231293,232085,233890,236029,237543,238839,239765,241111,241985,243280,244659,246262,248696,250990,252330,252362,252638,253867,255512,257077,258324,259279,259973,261160,262462,264081,265306,266986,268541,269814,270992,272309,274948,277101,278885,278782,279051,278645,280064,282306,285574,287220,287842,287996,288314,289086,289971,291549,292109,292235,292222,292971,294395,296765,299383,302637,305514,308642,312245,316525,321827,328317,334622,340363
Two Bedrooms,30.17202,-97.82265,-10889567.586048622,3525680.6300047925,446,78748,TX,Austin,Austin-Round Rock,Travis County,118558,120600,121835,123526,123942,123316,122601,121871,121967,122792,123574,124646,125302,125104,123929,122769,122605,123222,124241,125343,125512,124601,123244,121842,121949,121390,121830,122941,125262,128799,131723,134066,134998,135697,137580,138969,138537,138050,137925,138922,139420,138462,137240,136197,137263,138459,138370,137906,138012,138963,139470,139496,139154,139236,139096,139476,139339,139664,139903,140645,141235,141649,141711,141728,141954,142335,143008,143751,144318,144912,145402,145600,145672,145529,145780,146125,146511,146881,147308,147347,147422,147180,147163,147059,147032,147033,147275,146950,146774,146178,145846,145539,145344,145299,145225,145116,145325,145825,146274,146888,147053,147245,147265,147695,148266,148850,149165,149747,149864,149999,149896,150071,150324,151083,151599,151676,150998,150519,150781,151163,151713,151892,152086,152130,152208,152033,152399,153283,154778,155514,155676,155906,156625,157593,158460,159327,160355,161852,162818,163320,163755,165116,166840,167821,167871,167467,167342,167344,167297,166737,166478,166664,166849,166444,164995,163990,163753,164119,164263,164163,164221,164173,164185,163797,163313,163013,163820,164686,164710,164297,164123,164334,164664,164951,165211,165084,165126,165125,164592,163850,163170,162938,162194,161180,159590,158411,157087,156567,156016,155861,155814,155658,156326,156791,157773,158361,159393,160675,161992,163177,163989,164355,164621,165905,166999,168399,169588,171801,174056,175620,176954,177888,179355,181172,183628,185225,186415,187137,188377,189767,191032,192266,193275,194813,196851,198994,200481,201524,203375,205792,207913,208864,210036,212155,215392,217917,219215,219571,220642,222944,225303,226943,228304,229805,231485,232367,233105,233963,235394,237584,239503,240692,240477,240750,241606,243184,243922,244402,244481,245110,246228,247277,248341,249170,250373,251071,251494,251339,251836,253114,254502,255552,255344,255740,255397,255987,256776,258874,259944,260829,261222,262483,263973,265551,267111,267662,268216,268504,269740,270735,272669,274665,277136,278871,280723,282807,285698,289392,293829,298441,302510
Three Bedrooms,30.17202,-97.82265,-10889567.586048622,3525680.6300047925,446,78748,TX,Austin,Austin-Round Rock,Travis County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150281,148879,148581,147823,149027,150632,152695,153995,155047,154782,154450,154152,155061,157258,159302,160701,159092,156927,154945,154473,154244,155554,156962,158520,158672,158884,158835,159681,161170,162830,163307,163162,163401,164301,165414,166169,166462,166526,166746,167360,167771,168239,168751,169527,170063,170286,170397,170727,171041,171389,171727,172092,172209,172295,172367,172583,172983,173174,173411,173380,173485,173578,173632,173644,173932,174135,174382,174304,174215,174139,174196,174212,174396,174362,174611,174536,174290,173953,173665,173509,173654,174297,175233,176119,176684,177273,177973,178979,179904,180593,181074,181677,181940,182105,182081,182309,182616,182982,182872,182638,182463,182648,183044,183438,183963,184281,184281,184162,183852,183935,184055,184443,184640,184832,185137,185573,186286,186854,187378,187755,188487,189246,190341,191396,192667,193992,195252,195997,196019,195695,195893,196198,196449,195926,195452,194813,194471,193696,192073,190702,190131,190328,190060,189574,189106,189234,189396,189551,189352,189360,190417,191299,191245,190855,190667,190787,190948,190654,190203,189159,188442,187951,187190,186547,186118,185765,185206,184472,183433,182666,181744,181848,181884,182039,182103,182018,182370,182634,183310,183913,184875,186001,187446,188681,189516,189871,189903,191014,192429,194556,196611,199419,202048,204306,206160,207560,209361,211491,214621,216774,218622,219697,220959,222058,223252,224827,226288,228304,230586,233164,235185,236872,238421,240335,242039,243315,244900,246765,249579,252039,253788,254540,255128,256883,259221,261051,262557,263884,265314,266375,267304,267908,268901,270521,272758,274159,274476,275275,276671,278780,279929,280475,280416,280953,282312,283909,285397,286559,288002,288861,289670,289734,290651,292715,294966,297199,297195,297670,296937,297526,298366,300284,300880,301244,301434,302557,303502,303849,304628,304940,305817,306724,308497,310476,313315,316458,319865,322460,325587,329451,334332,339748,345862,351899,357609
Four Bedrooms,30.17202,-97.82265,-10889567.586048622,3525680.6300047925,446,78748,TX,Austin,Austin-Round Rock,Travis County,206021,205789,204004,201902,199527,199114,199022,200170,200899,201763,202611,203932,205604,206420,208180,209740,212163,212148,212748,212373,212911,212153,211127,209370,208201,206579,207474,207219,207094,207194,206321,204011,200817,199708,200006,201112,200575,201921,200323,200865,200521,199753,198137,197939,199686,201810,203004,203373,204208,204265,205240,205493,205933,206447,207579,208873,209380,209371,208827,208822,208849,209101,209340,209496,209705,210331,210936,211543,211387,211257,211385,211462,211704,211592,211846,212146,212625,213096,213149,213031,213339,213545,213703,213549,213633,213688,213819,213704,213953,213564,213856,213668,213349,212943,212800,213118,213505,214614,215689,216785,217186,218470,219437,221135,222645,224225,225637,226344,226760,226457,226617,226947,227745,227337,226767,225674,225449,225465,225534,226112,226603,227444,227481,227550,227372,228518,230132,231786,232635,233002,233744,234224,235072,235641,236252,236797,237891,238696,239373,240056,240732,241568,242455,243712,244297,244301,244763,245311,245315,244559,243560,242797,242628,242472,240969,239083,238187,238161,237637,236596,235845,235778,235914,235991,235491,235121,235818,236445,235946,235415,235203,235479,235534,235131,234616,233480,233046,232806,232662,232570,232496,232137,231286,230390,229496,228844,228228,228610,228684,228765,228656,228389,228914,229168,230234,230936,231965,233094,234278,235607,236720,237391,237186,237966,239165,241896,244685,248152,250982,253622,256351,258257,260153,262127,265835,268836,271319,272145,272872,273746,275804,277956,279560,280897,282890,285412,287522,289134,290562,292624,294218,295509,296380,297901,300416,303716,306281,307685,308405,310208,312825,314987,317061,318677,320415,321662,322773,323357,324283,326010,328374,329989,330237,330979,332497,334770,336151,336772,336927,337376,338406,339571,340754,341985,343424,344096,344418,344155,344986,346764,348412,350218,350265,351455,351180,352051,353124,355693,356724,357543,357932,359523,360753,361211,361772,361346,361724,362167,364039,366014,369212,372405,375989,378761,382395,386952,392675,399120,406279,413460,420029
Five Bedrooms And More,30.17202,-97.82265,-10889567.586048622,3525680.6300047925,446,78748,TX,Austin,Austin-Round Rock,Travis County,272209,272817,270820,269812,266494,266291,265110,266367,266738,269014,271295,274470,275433,274958,275810,275524,279582,279454,281817,280428,279626,275475,271783,268060,268830,268835,271144,271342,270189,269584,267541,266198,264778,264651,263659,261784,258270,257607,255139,255300,254823,253024,251041,249456,251536,253907,257845,260339,261449,260731,260720,261261,261339,262061,261648,261700,259356,258344,256394,256564,257799,259742,261270,260803,260827,261139,263106,264501,265226,264430,263557,262240,261448,260614,259888,260375,260826,261720,261446,261727,262280,262439,263350,263055,263192,262066,262532,261776,262047,261133,261720,260635,259828,260365,261045,263433,264797,267619,269317,271119,271865,273321,274402,276986,279879,281343,281143,278999,278734,278655,279154,278936,278875,278563,277804,277505,277002,277432,278519,280906,281186,280849,279684,280935,282375,284700,287277,288994,290103,290723,291615,292458,293432,294851,296131,296409,297156,297699,298500,299163,299847,300435,301957,303272,304985,305165,306276,306962,307322,307060,306682,306399,306595,306820,304436,301883,299594,299247,297787,296406,294491,293498,292103,290831,288811,287275,287589,287958,287771,287162,287549,287650,287810,286799,285916,284001,283793,283790,284684,284761,284564,283900,282299,281149,279960,279564,279503,281978,283396,283868,282381,281781,282790,283391,285039,286281,288496,290283,291686,292053,292032,292152,292120,293266,294488,297185,299819,302964,305082,306714,308517,310091,312429,315118,319615,322696,324691,325684,326603,328156,330220,333104,336347,338996,341751,343911,345665,347100,349176,351604,353555,354160,355457,357844,360108,362556,363877,365661,366641,368857,371508,373914,376010,378134,379850,380276,380784,380618,381629,382844,385686,387426,387373,387421,388373,390665,392212,393258,393987,396085,398744,401500,402747,404100,405963,407432,408926,409437,410381,412219,413647,415408,414751,415104,414359,415665,417309,420263,420630,421126,421689,423838,425402,425824,426445,426566,428066,428215,429514,430526,434135,437476,441198,443885,447792,452688,459071,465998,473389,481628,489506
Condominium and Co-operative Homes,30.17202,-97.82265,-10889567.586048622,3525680.6300047925,446,78748,TX,Austin,Austin-Round Rock,Travis County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195041,195878,196100,197669,198767,201065,202619,204379,206744,209015,211383,212085,212515,212704,213801,214363,215403,214699,215111,215363,214701,213211,210702,210489,211510,212993,213793,213488,212924,212123,211053,209736,207177,205808,205956,206924,206096,204691,204210,204459,205230,205532,205621,205024,207280,209753,211340,210521,209981,210447,209977,209627,207890,206977,205530,204840,203645,202779,202763,202636,202875,202158,201957,201452,201810,202661,204053,205633,206416,206529,205908,206873,208410,210863,213259,216089,218987,220923,222903,223659,224811,226116,228689,230541,231503,231960,233077,234794,236164,237388,238021,239917,242323,245186,247008,248394,250812,253585,255780,256488,257530,259409,262446,264932,266483,266704,267172,268773,270190,271059,271553,272538,273605,274420,275172,275556,276185,277511,279166,280025,279783,279965,280889,282663,283780,284150,283817,284216,285359,286685,287667,288590,289902,290796,291827,291890,292916,294891,296878,298614,298389,299127,298968,299643,300269,301593,301579,301511,301126,301622,302358,302933,303822,303522,303198,303329,304569,306375,308679,311175,313868,315875,318118,320760,324294,328607,333875,338803,343223
