HomeType,Latitude,Longitude,mercator_x,mercator_y,SizeRank,Zip,State,City,Metro,CountyName,1996-01-31,1996-02-29,1996-03-31,1996-04-30,1996-05-31,1996-06-30,1996-07-31,1996-08-31,1996-09-30,1996-10-31,1996-11-30,1996-12-31,1997-01-31,1997-02-28,1997-03-31,1997-04-30,1997-05-31,1997-06-30,1997-07-31,1997-08-31,1997-09-30,1997-10-31,1997-11-30,1997-12-31,1998-01-31,1998-02-28,1998-03-31,1998-04-30,1998-05-31,1998-06-30,1998-07-31,1998-08-31,1998-09-30,1998-10-31,1998-11-30,1998-12-31,1999-01-31,1999-02-28,1999-03-31,1999-04-30,1999-05-31,1999-06-30,1999-07-31,1999-08-31,1999-09-30,1999-10-31,1999-11-30,1999-12-31,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31
Four Bedrooms,32.792879,-96.74918,-10770069.452266768,3867844.2742524236,9113,75223,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,61296,61728,61950,62612,62893,63358,63324,63466,63628,64270,64842,65027,64664,64341,64312,64371,64643,64750,65596,66514,67336,67486,67440,67679,68577,68995,69331,69414,69931,70122,69884,69202,68664,68367,68413,68905,69554,70704,71387,71500,71648,71905,72897,73546,73987,73720,73754,73785,73960,73894,74166,75209,75889,76900,77370,78042,79127,80510,81474,81566,81087,80432,79853,79514,79887,79501,78887,78376,78169,78340,78291,79296,80416,81928,82766,82687,82240,82462,83628,84716,85060,85005,85352,85279,85363,85121,85534,86606,87688,88983,89512,90184,91175,92444,93431,94046,94436,95014,95841,96242,96894,97191,98886,100138,100813,101087,102044,103573,105543,107111,107983,108606,108295,107534,105640,104628,104772,104906,104387,103470,102483,102403,102948,103745,104931,106808,108757,110250,110819,111252,111531,111475,112175,112276,112138,112041,112340,112415,111879,111893,112402,113217,113265,113263,112652,111878,111601,110958,110359,109711,109236,107929,105368,103756,103799,105066,105265,105434,105732,107044,108026,108196,109113,110630,113854,115453,116262,116278,116860,117451,116734,115948,115247,115069,114478,113123,111487,110843,110479,110417,110780,110941,110736,109888,108962,109184,107718,107253,106123,105309,104163,102881,101448,100719,100724,100682,100305,98675,99355,99280,99685,99247,99341,99620,100775,101620,102872,103722,105273,107208,108724,110494,112340,114956,117203,118636,119160,119705,120649,121832,122656,123649,124555,125799,127084,128359,129854,132338,133994,135771,136764,139298,142114,145235,148347,151690,154603,156651,158918,161275,165874,169796,173695,177142,181394,186591,191230,196875,203169,209869,214518,217656,218703,220414,222230,224774,227206,228478,229769,228093,227857,229354,233940,238547,242380,247108,252992,258356,262211,266173,270682,275724,276108,275375,274572,277413,282396,286524,288901,290499,293161,294203,292959,291375,292391,294070,295185,295525,297055,298766,301535,303486,305584,309146,314167,319796,325499,330871,336157,340393,342993
Five Bedrooms And More,32.792879,-96.74918,-10770069.452266768,3867844.2742524236,9113,75223,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,50465,50948,51320,52343,52977,53671,53625,53853,53889,54556,55005,55017,54368,53989,54083,54228,54421,54570,55567,56386,57493,57785,58353,58996,60405,60801,60930,60396,60629,60590,60674,60355,59963,59541,58842,58905,59244,60626,61265,61660,61959,62406,63106,63807,64358,64399,64819,65416,66050,65916,65994,66907,67864,68678,69245,69427,70099,71008,73022,73939,74292,74133,75097,75564,75858,75222,74781,74796,75078,75757,74722,73765,72840,72853,72221,71153,70379,70899,71790,72438,72216,71405,71533,72644,74503,75770,76384,77434,78270,79469,80384,81525,83300,85453,86824,87170,86414,86536,87666,89109,90431,90648,91163,91358,90712,89947,90158,91115,93016,94354,94925,94400,93003,91829,90148,89491,89704,90048,89378,88107,86410,85583,85470,86208,87835,89822,91918,92965,93996,94495,95516,95868,96652,96562,96381,96282,96231,96012,94963,94753,94148,94716,94237,94666,94603,94074,93546,92471,91668,90906,90867,89896,87717,85338,84702,84960,84210,83710,83686,84993,85944,85856,86106,87369,90439,92365,92727,92174,92886,93852,93583,92460,91964,91872,91399,89875,88347,87935,88303,88846,89281,89420,89529,89132,87962,87967,86713,85888,84242,83132,82487,81879,81612,81921,82412,82622,82719,82393,83843,85917,88464,90057,91021,91838,92988,93646,95206,96989,99449,101195,102880,103807,105073,106574,108278,109992,111368,113065,114570,116351,117745,119749,121340,123246,124598,125867,127416,129534,131243,132757,133666,135565,138418,141665,144380,146703,148836,150645,153055,155365,158057,160363,162433,164561,165701,167988,170732,175043,180483,187714,193426,197498,199561,202426,205668,209085,213627,216890,220088,221818,224303,226109,227376,228976,232359,237692,244808,250573,255077,258965,262962,267432,266903,265574,265727,269422,274650,277779,278730,280332,282207,282660,281502,278126,278124,277222,277885,277777,279392,280482,282675,283215,284110,286617,290110,295185,299928,305851,309898,312802,313210
Single-family Residences,32.792879,-96.74918,-10770069.452266768,3867844.2742524236,9113,75223,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,55184,55240,55504,55923,56190,56335,56341,56479,56565,57035,57428,57874,57779,57849,57582,57597,57858,58462,59105,59548,59864,59851,59711,59637,59949,60341,60983,61253,61454,61115,61079,61059,61496,61634,62213,62377,63051,63438,63730,63730,63594,63921,64080,64259,64182,63881,63428,63348,63594,63828,63881,64044,64366,64815,65210,65627,65680,66142,66223,66553,66334,66136,66039,66032,66238,65389,64671,63926,64114,64013,64245,64449,64685,64996,65164,65604,65801,66985,68546,70277,71283,72180,72822,72812,72334,71811,72145,72698,73491,73833,73221,72481,71955,72236,72549,73064,74118,75454,75821,75380,74263,73830,74071,74736,74922,75008,74934,75467,75934,76018,76118,76150,76742,76807,76654,76108,76303,75594,75477,74645,74569,74618,75270,76117,76945,78231,79580,80942,81217,82040,81998,81927,81267,80910,80518,80100,79718,78746,77517,76230,76407,76652,77103,77580,78074,78179,77695,77281,76809,76480,76107,75584,74273,73376,72951,72964,72306,71609,71776,72319,73017,73330,74428,76193,78137,78666,78865,78908,79965,80965,81198,81114,80652,80265,79048,77417,75840,75446,75090,74873,74441,73936,73200,72465,71680,71915,72097,72179,71794,71035,70824,70701,70224,70201,70307,70376,70467,69617,69246,68685,68594,68532,68066,67486,67452,67266,67539,67468,67869,68459,69545,70891,72190,73374,74555,75517,75392,75363,75427,76420,76983,77607,77093,76606,76513,77630,78990,80728,83146,85567,87801,89680,91869,94186,97369,100901,103903,105494,106475,107485,109007,110485,111902,113875,116755,120712,124763,128797,132542,136576,141059,145036,148656,152152,155580,157925,159408,159679,159667,159460,161013,163406,166801,170351,173234,176202,178913,182780,185168,187655,189312,190301,189074,186890,184401,183078,183634,185102,186826,188077,190173,191667,192551,193143,195006,197071,199364,200640,201650,201772,202135,202181,202612,203815,206096,209051,211765,214682,217494,220748,223660
One Bedroom,32.77103,-96.74732,-10769862.398013892,3864951.3135809205,11141,75210,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85856,86513,87258,88937,89812,90386,90205,90511,90714,91200,91726,92212,92529,92698,92502,91487,91975,92937,95367,96561,97755,98048,97958,97716,97714,97625,97520,97566,96824,95730,93817,92444,90965,89778,88621,87372,85849,84216
Two Bedrooms,32.77103,-96.74732,-10769862.398013892,3864951.3135809205,11141,75210,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82116,81505,81011,79815,78435,76602,74540,73327,73443,74294,74794,74571,73996,73296,72318,71520,71248,72029,73412,74445,74384,73955,73738,74331,75672,77099,78746,80528,82567,84564,86838,88105,88345,87232,86848,87416,88137,89469,90944,92104,91843,90111,87358,84681,82715,82655,83607,83898,83593,82694,82361,82227,82573,83637,85324,86769,87874,87803,87756,89018,90951,93772,95160,96460,97400,98694,99587,99920,100095,100680,100924,100288,99299,97680,96909,96089,95510,94456,93422,92779,92142
Three Bedrooms,32.77103,-96.74732,-10769862.398013892,3864951.3135809205,11141,75210,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,36159,35973,36029,36164,36131,36056,36063,36678,37101,37367,37027,36482,35755,35347,34909,34284,33914,33793,33664,32823,32189,31823,32117,32650,33246,33920,34532,35363,35952,36056,35887,35647,35589,35532,35676,35966,36532,36761,37042,36996,37138,37527,38200,39070,39795,40355,40772,40894,41035,41357,41567,41660,41989,42846,43691,44198,44019,43885,43580,43807,44203,44250,44262,44671,44924,44172,43235,42787,43102,43521,43948,44180,43626,43179,43059,43099,43585,44545,46052,47150,48270,49098,49672,50065,50903,52408,53238,53731,53232,53126,52317,51990,51411,51363,51923,52486,53005,53097,53467,53820,53931,54021,54239,54478,54759,54806,54456,53859,53448,52947,52707,52299,52736,52777,53042,52827,52383,51757,51481,51549,51805,52206,52497,52734,52384,52492,52598,53183,54012,54895,55415,55362,55137,54829,54741,54961,55598,55913,56235,56540,57086,57677,57995,58462,58475,58517,58541,58898,59356,59407,59176,58842,58411,57932,57785,58432,59303,59849,59591,58993,58474,58408,58759,58751,58899,58686,58672,58462,58633,59336,60568,61589,61872,61621,60522,59098,56879,56150,56191,56281,56319,55716,55145,54309,53657,53672,54000,55217,56919,57662,57505,56987,56234,55590,54527,53642,52998,52457,52878,53636,54380,54242,53631,52939,52708,53044,53757,54638,55623,56655,56953,56488,55980,56637,57750,58879,59171,59110,59427,60385,61614,62389,62536,62320,61741,61412,60984,60909,61273,62137,63333,63541,63167,62269,61887,62377,63820,64496,65570,66350,67622,68173,67745,67851,68828,70239,71827,72281,72836,73646,74976,76121,76729,77184,78016,79443,80374,81985,83040,84835,86332,88173,89087,90308,90990,92567,93947,94531,94221,93115,93227,94372,94345,93931,93520,94064,95168,95908,97109,99013,100806,103515,104505,105187,106124,106655,107254,106657,107128,107803,108320,108266,109042,109516,111086,112406,114442,117159,120306,124179,127392
Four Bedrooms,32.77103,-96.74732,-10769862.398013892,3864951.3135809205,11141,75210,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,52827,52861,52857,53019,52551,52290,52130,52836,53110,53307,52687,51972,50781,50151,49704,49194,49217,48669,48131,46799,46430,46074,46481,47224,48584,49425,49756,50107,50786,52051,52959,53342,52952,52748,52931,52711,52574,52200,52836,52952,52938,52559,52535,52797,53205,53615,53990,54556,54789,54698,53754,53171,52895,52990,53170,53260,53281,53120,52784,52221,51707,51360,51294,50956,50294,48952,47401,45924,44626,43540,42885,42702,42516,42142,41834,41810,42237,42943,44045,45073,46308,47205,47520,47347,47350,47778,48102,48330,47892,47908,47385,47526,47237,47354,47663,48506,49300,50237,50847,51265,51206,50971,51055,50942,51297,51745,52108,51687,51176,50322,50072,50043,51161,51649,52095,51807,51484,50729,50363,50414,50634,51088,51372,51497,50961,51368,51705,52796,53481,54554,55354,55912,56300,56332,56603,56851,57440,57213,57440,57507,58082,58355,58565,58807,58790,58911,58926,59546,60147,60759,60277,59360,58501,58070,57302,57049,56818,57006,56321,55356,54649,54319,55035,56216,57452,58061,58838,58559,58631,58280,59464,60532,61071,60828,59504,58086,56332,55328,54669,55167,55860,56192,55540,54740,54327,54744,55497,55737,55817,55347,54979,54189,53408,53178,52990,52807,52567,52404,52904,53695,54375,54828,55113,55311,55634,56065,56693,57039,56917,56656,56003,55383,55162,55729,56851,57881,58399,58581,58826,59628,60981,62126,63147,64360,65444,66452,66005,65919,65764,66382,67445,68739,70053,71133,71831,72676,73715,74536,76101,77090,78873,79912,80548,80545,80216,80400,81485,82289,83300,83902,85226,86712,87558,87927,88164,88871,89418,89838,90053,90695,91630,93073,94425,96171,97655,99816,101222,102322,103920,105367,107123,108898,109745,109878,109163,108728,109055,109340,110400,112614,114552,117256,118189,119095,119792,121080,121736,121869,122484,123582,124871,124817,124957,124779,126117,127564,129763,131959,135354,139202,142604
Five Bedrooms And More,32.77103,-96.74732,-10769862.398013892,3864951.3135809205,11141,75210,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91671,93547,95390,99236,102804,104784,105939,107387,110194,112908,114563,115481,116002,116208,115912,114968,114078,115902,119142,121549,121189,120776,122320,125509,128978,132566,136357,140427,145357,149216,152190,154902,158629,162187,164736,165503,167358,169484,172424,175695,175827,174262,172228,172516,173745,175093,174684,173645,170372,168303,166881,166011,166593,168401,170068,170451,170054,169603,170510,172389,175517,177881,179615,180935
Single-family Residences,32.77103,-96.74732,-10769862.398013892,3864951.3135809205,11141,75210,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68598,69538,70157,71584,73023,74899,76686,77619,77586,77311,77478,78041,78729,79047,79450,79261,78456,76934,75260,74589,75212,76347,77172,76847,75757,74766,73932,73867,74269,74612,75357,76381,77270,77482,76796,76746,77723,78630,79766,80912,82744,84403,85648,86084,86091,86164,86811,88177,88965,90573,92128,93689,93905,94468,94247,93850,92424,92331,93477,93827,93700,92769,92588,92576,92828,93290,94611,95943,97541,97767,98022,99514,101914,105256,106988,108356,109062,109779,110083,110317,110432,111089,110817,110033,108832,107174,106469,105957,106077,105942,105740,105556,105473
One Bedroom,32.783978,-96.77662,-10773124.059094133,3866665.633728642,12003,75226,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69593,69736,70693,71532,72932,73586,74400,74775,75064,75869,76394,76679,76676,77337,77343,77296,76015,75883,75496,75542,75394,74840,74678,75023,75840,75880,75093,75279,76261,77130,77785,78319,79314,79506,79560,78946,78111,78111,78893,79772,79722,79221,78692,78853,78697,79003,79052,79503,79790,79744,80402,79963,79759,79336,80148,80112,79646,78568,78233,78079,78211,78083,76762,76156,75293,75426,74667,74539,74703,75045,75080,74695,74138,73445,73310,73130,73411,73146,73014,72392,71530,71444,71301,71476,71776,72837,74354,75661,76891,77936,78950,80181,81668,82391,82871,83263,83703,83580,82771,82453,82228,82593,82626,82752,83116,83598,84315,84539,84869,85505,86641,88027,89146,89729,90416,91031,91464,92079,92550,93566,94323,95281,96106,95878,95517,95450,96392,97815,98919,99918,101440,103377,105437,107147,108703,111196,114481,118179,120960,122573,124278,125839,127874,129479,131706,133331,134646,135698,136661,138057,139797,142433,144852,148196,150313,153294,154701,157289,160540,164296,166870,167709,168077,169822,172562,174744,175361,175114,174811,174219,173177,171832,171698,171844,172850,172244,171787,171051,172448,173359,174923,176158,177347,178420,179070,180229,180895,181956,182432
Two Bedrooms,32.783978,-96.77662,-10773124.059094133,3866665.633728642,12003,75226,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,0,66253,67190,68032,69376,70355,71225,72189,72695,73161,73386,73774,73767,73883,73623,73843,74260,75286,76039,76508,77467,78572,79880,81394,82741,83900,84969,85135,85603,85682,86605,87854,89390,90590,91582,91457,92359,93291,94913,96140,97069,98121,98676,98737,98595,98483,99137,99846,101071,102115,102336,102592,102639,103519,104636,105883,106208,106330,106016,107237,107494,106712,106065,105655,106328,105126,103509,102307,102522,102861,102572,101544,100541,100928,101324,102846,103088,103948,105206,106638,107986,109252,111229,112305,113154,113195,113836,113029,112960,113564,114389,115101,115577,116561,117531,118803,120524,122791,124603,126685,127840,127940,127907,127484,126685,125538,124107,123618,122869,122043,121140,120356,120137,121420,122381,123367,124111,124750,125811,125852,126439,127169,128094,128917,129743,130231,129986,130035,129729,130558,130313,130454,130332,130272,130609,130168,130029,128658,127927,126668,126717,125637,125269,125103,125197,124620,122763,121787,121259,121824,122542,123130,123264,123304,123317,123427,122986,122781,123515,124415,124635,123724,123303,123177,123135,122892,123529,123183,122401,121277,120426,120357,120220,120691,119630,118780,117377,116941,115265,114979,115490,116057,115942,114832,114178,113307,112885,112592,112578,112036,111691,111493,111670,112782,113537,113460,112661,111920,112970,113726,115319,116338,118005,118142,117682,116479,116682,118032,119923,122437,124073,125897,126583,127497,127811,128792,130576,132648,134161,134568,135028,135769,135851,135876,135907,137378,139464,141537,142797,143926,145027,147497,149495,151316,153079,155227,157509,159310,160678,163512,165755,168571,171305,174617,178436,181361,185349,189939,195819,200692,204961,207051,208809,210242,212478,215090,219387,223653,227146,228633,230735,234198,239137,243969,249415,254575,258665,261797,262332,264201,266410,269418,268541,266078,264271,265852,268982,271716,274391,275925,277565,279246,280595,281635,283796,286969,290677,292013,293084,294126,296308,298818,302158,304711,307376,310234,313935,317317,319559,322092,323872
Three Bedrooms,32.783978,-96.77662,-10773124.059094133,3866665.633728642,12003,75226,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,89121,88755,89352,89855,90140,89598,88390,87550,87249,87702,88043,87541,86055,85128,83674,83146,82807,83692,85303,86596,86823,86052,85118,85753,87582,89487,90685,90777,90979,91147,91597,91728,92144,92598,93401,93396,93418,92882,92955,92776,92442,91243,89905,89012,89040,89072,89536,89894,91005,92099,93011,93810,94248,95027,95669,96324,96895,98257,98530,99396,98634,98275,98079,97419,97851,97140,97050,96854,96284,95307,94927,95105,95751,96184,96117,96915,96920,98598,100659,103042,104571,105421,105953,105864,106415,107029,108112,108713,108843,108402,106091,104215,104174,105609,107199,107622,107750,108048,108637,109425,110486,111631,114463,116944,117681,117244,116471,117594,119509,121243,121894,121602,121655,121833,121444,120081,118866,117400,117214,116312,114455,112640,111696,111761,111788,112205,112651,113861,115410,117746,118384,118302,118429,119010,119538,119674,119626,118430,117857,117034,116429,115087,115172,115746,115705,114499,114060,114850,115603,116473,116432,116014,114916,114091,112729,112722,113123,114701,114705,113304,112301,111432,110793,110213,110458,110797,111723,110955,110821,109749,109649,110065,110464,111055,110824,111206,111131,111386,110478,110300,109860,109402,108638,107964,107583,107183,107025,107326,107786,108256,108387,108795,109059,110216,111108,111414,110799,110560,112219,113474,114780,115337,116971,118114,119292,120321,122123,124810,128728,133152,137214,140030,142549,144697,147562,149719,151758,153279,154670,156191,156882,156133,153199,151606,151385,154327,156424,160125,163825,168542,172678,175728,178024,181402,185671,191561,196134,198526,199893,201733,205724,208755,211824,214495,218243,221463,224981,225583,227011,228075,231659,232316,229973,227810,226653,228339,231938,235765,240315,244265,247987,250992,253766,258325,263247,267682,272690,277383,280736,284588,288882,293766,297790,304219,309887,315732,321726,328141,333273,338125,341546,343942,342924,343352,344323,343691,343855,342846,344520,345982,349293,350400,352767,355524,360368,363964,367588,371290,374726,378695,380526
Four Bedrooms,32.783978,-96.77662,-10773124.059094133,3866665.633728642,12003,75226,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166544,166815,167048,168115,170369,172926,174891,173490,170359,165965,164564,165254,168398,171132,172808,172937,171937,171469,172031,176265,183319,192156,198701,200935,199765,197931,200113,204905,209437,211995,213694,217294,219984,222570,220881,221434,220740,223405,222635,219815,216608,215243,215877,216132,216704,218593,221678,224158,227418,230914,234821,239782,245471,251257,255045,256342,259605,262027,268742,274333,281572,284704,287264,288896,289968,289995,291947,294165,295436,296836,298610,300633,301545,304278,307201,310618,313865,319734,324058,329912,335581,341480,344543,348417,352338,357247,362678,368271
