HomeType,Latitude,Longitude,mercator_x,mercator_y,SizeRank,Zip,State,City,Metro,CountyName,1996-01-31,1996-02-29,1996-03-31,1996-04-30,1996-05-31,1996-06-30,1996-07-31,1996-08-31,1996-09-30,1996-10-31,1996-11-30,1996-12-31,1997-01-31,1997-02-28,1997-03-31,1997-04-30,1997-05-31,1997-06-30,1997-07-31,1997-08-31,1997-09-30,1997-10-31,1997-11-30,1997-12-31,1998-01-31,1998-02-28,1998-03-31,1998-04-30,1998-05-31,1998-06-30,1998-07-31,1998-08-31,1998-09-30,1998-10-31,1998-11-30,1998-12-31,1999-01-31,1999-02-28,1999-03-31,1999-04-30,1999-05-31,1999-06-30,1999-07-31,1999-08-31,1999-09-30,1999-10-31,1999-11-30,1999-12-31,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31
Five Bedrooms And More,32.922624,-96.83616,-10779752.021575967,3885038.0913606053,8056,75244,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,366517,365066,364970,363326,362929,361824,361305,362025,360842,360983,359601,360025,359795,359875,358900,358509,356284,355704,354041,350645,349722,347215,347211,343920,340123,336547,333419,331823,330520,327422,325090,323465,322497,320183,317186,315984,317833,320197,321736,321682,321945,324083,325735,326415,325422,327847,330546,333232,333737,335276,337198,339225,340372,342200,344050,345438,347891,349137,351301,351736,352373,351367,351161,351121,352145,351356,350660,351639,352931,353510,352529,352407,353413,354841,355821,357476,358585,359043,359160,359181,360640,361509,363199,364964,365088,364122,362476,361630,362456,364779,367264,368771,368525,368399,367778,368602,371092,376502,381933,386168,387111,387937,389342,391875,394082,398160,403390,406878,410928,412515,415033,415378,418769,422725,426446,428717,430338,430530,430849,430785,430577,431783,433650,435881,435972,434753,433688,432868,434809,438435,441802,443924,446133,447174,447616,447551,446117,445611,443376,444142,444019,444261,444738,447502,447589,444823,440080,438853,442936,447092,452535,454129,453902,450475,443518,437762,433923,435859,439557,442752,441907,439270,436140,435432,436007,437349,440879,441336,441978,439858,438662,437158,435326,433955,431340,429203,426468,425009,423091,423877,423251,421762,417244,412406,410480,409716,411185,411161,411508,411229,410804,409473,409186,411558,416227,419247,419632,419773,420362,420488,420445,419931,421946,424616,428436,430314,432448,436708,442108,446755,451964,456669,461931,465934,470613,473720,475388,477256,480606,484520,489202,494069,496193,501422,506679,514947,519288,524385,528422,534153,537923,542408,545303,550658,555964,562650,569160,575850,580714,584721,589692,592825,595299,596797,601048,604552,609934,609093,607978,606471,610522,615137,617204,619373,622316,626876,631357,632961,633017,630028,630345,628964,630632,631887,637049,643468,648836,652922,653614,655119,657161,664361,665491,667785,666526,669235,669567,669553,670303,669107,668521,669539,671628,674721,678857,678571,675399,670673,672625,675098,677203,679099,682430,685020,686994,686628,687865,692446,700504,708256,711671
Condominium and Co-operative Homes,32.922624,-96.83616,-10779752.021575967,3885038.0913606053,8056,75244,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87061,86020,85211,83773,82863,81963,81536,81495,82273,83656,86193,89705,92825,95160,96982,98732,100201,101883,103731,105899,107445,108146,106967,104900,104084,105775,108263,111188,114016,117486,119188,119248,118144,117544,117690,117204,116643,115860,116381,116809,117588,117947,119462,121298,123590,125675,128058,130818,132679,133291,132719,132632,132494,132637,132086,131895,131842,131849,131485,131115,131280,132200,133400,134285
Single-family Residences,32.922624,-96.83616,-10779752.021575967,3885038.0913606053,8056,75244,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,231845,231351,231732,231728,231820,231252,231137,232163,234013,236153,237723,238977,239986,241514,242209,243130,243845,245448,246692,246011,244668,243026,242745,242541,242070,241029,240093,239666,239726,239856,239697,240331,240717,240852,240219,240172,241586,243888,246107,247928,249127,250500,251610,252243,251701,251893,252343,253403,253631,254099,254565,254353,253992,253808,254600,255252,257072,258461,260453,261894,262863,262022,261264,261233,262427,262659,262301,262198,261820,261047,259675,258665,258371,258965,259341,259820,259496,259280,259485,260067,261499,262780,264138,265075,265005,264568,263716,263751,264233,265572,265498,265515,264675,265379,265596,266724,268484,271663,274987,276512,277070,277282,279727,281589,283220,283517,285308,286207,288441,289515,292066,294180,296390,298419,299432,300617,301447,301586,301702,301602,301743,302120,301954,302397,302943,303472,302986,302434,302638,305618,307522,309712,310396,311213,311024,310296,308795,307500,306899,307951,309845,310200,311710,312852,313796,311894,310453,310506,313761,317471,321246,322865,322747,321533,316840,313443,310756,312746,314399,316193,315490,313741,312076,310999,311019,311356,314252,315213,315815,314384,313624,312155,310828,309762,307948,306077,303477,301663,300029,300556,301266,301014,299402,297467,296583,296018,295985,296219,296822,297611,297311,296021,294808,296022,299285,301738,302344,302074,303358,304863,306332,306922,308648,310941,314236,315998,317003,319147,322713,327154,332012,335851,340286,343548,347306,350366,351559,353112,354432,356382,358349,360938,360117,361341,362098,366077,368817,371153,374310,377185,381066,385893,391177,396786,402279,406594,410036,413329,416233,420134,421776,423525,424148,425708,427386,428380,431797,433725,437166,439250,443228,445927,448372,450587,453535,456435,458824,460003,460172,458983,459835,460841,463136,464880,468787,473679,477154,479210,480737,483775,487048,493043,493305,494019,492774,495496,497547,498513,500314,501818,503009,503507,503625,504015,506563,505803,505177,502277,503729,505025,507334,508619,510736,513090,515883,517554,519996,524957,530713,536822,539758
One Bedroom,32.704398,-96.87222,-10783766.202413972,3856133.1515126033,9092,75233,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74442,73741,73088,72026,70987,70349,69857,70198,70534,71172,71781,72616,73696,74927,76415,78067,80000,81641,82900,83308,83887,84513,85700,86971,88044,89310,91239,93094,95221,97517,101030,104026,107548,110691,113763,116453,119119,121375,121995,122019,122128,122429,122302,123531,124553,125623,125604,125979,127092,128392,129391,129993,130718,131833,133078,132717,131011,128972,128108,127610,125849,124211,125210,128428,131965,134476,135578,137231,139469,142773,145476,147977,151906,155673,157269,157848,158122,159382,159390,159251,160147,160303,160139,158999,158735,157707,156666,155275,155404,156456,158940,161337,162116,162833,163710,165125,165241,165814,166653,167574,167165,165572
Two Bedrooms,32.704398,-96.87222,-10783766.202413972,3856133.1515126033,9092,75233,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,39079,39170,39263,39455,39625,39785,39876,39992,40128,40299,40395,40449,40444,40465,40413,40431,40486,40565,40634,40649,40654,40747,40906,41093,41226,41325,41516,41568,41606,41618,41836,42059,42270,42163,42174,42189,42518,42816,43182,43606,43975,44249,44399,44611,44770,45158,45366,45687,45777,46099,46168,46184,46170,46481,46825,47114,47353,47635,47948,48240,48514,48446,48549,48798,49272,49365,49453,49578,49718,49746,49853,50118,50126,50183,50202,50308,50458,50754,51138,51350,51754,51957,52130,51978,52089,52284,52422,52516,52321,52238,52107,52429,52590,53164,53619,54284,54951,55847,56742,57399,57849,58296,58705,58847,59027,58965,59224,59268,59525,59329,59401,59253,59568,59660,59924,59991,59897,59622,59138,58920,58864,59113,59098,59364,59439,59618,59334,59131,59157,59776,60412,60626,60325,59935,59800,59696,59631,59545,59609,59940,60238,60138,59967,60116,60443,60321,59969,59439,59152,58803,58665,58251,57713,57058,56205,55406,54998,55286,55700,56084,56124,56001,55812,55726,55803,55920,56461,56606,56130,55345,54769,54479,54056,53720,53446,53127,52625,52322,52050,52335,52461,52278,51612,51425,51808,52217,52303,52058,52206,52282,52314,52281,52815,53998,55256,55748,55736,55892,56489,57542,58232,58555,58572,58233,57814,57361,57278,57563,57995,58513,59178,60159,61109,62118,62859,63668,64292,64720,65013,65084,65249,65492,65369,65203,65129,65788,66808,68103,69603,71071,72618,74480,76462,78317,80088,81669,83395,84808,86553,87842,89100,90115,91489,92774,94166,95870,98292,100092,101808,103222,105203,107606,110563,113789,116403,118536,120176,121908,123040,125018,126912,129860,131941,134737,136071,137721,139459,142781,147548,151075,154831,156951,159778,160824,162691,163897,165864,167790,170285,172526,172824,173387,173241,174705,175228,177096,178758,180000,182054,183604,185614,186170,187529,189268,191487,192991,194735,195928,196890,198189,198625
Three Bedrooms,32.704398,-96.87222,-10783766.202413972,3856133.1515126033,9092,75233,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,55598,55601,55734,55891,56089,56189,56282,56254,56244,56285,56421,56517,56442,56407,56331,56383,56383,56408,56415,56618,56875,57231,57399,57562,57804,58072,58244,58283,58425,58730,59201,59640,60040,60026,60143,60322,60916,61583,62255,63002,63445,63923,64082,64213,64132,64457,64705,65125,65183,65301,65352,65337,65462,65657,66013,66393,66846,67174,67631,67890,68179,68038,67972,67824,67902,67759,67602,67383,67251,67301,67247,67385,67386,67702,67949,68421,68869,69312,70073,70840,71815,72449,72935,73110,73001,72803,72459,72322,72179,72231,71831,71650,71363,71418,71326,71559,72225,73454,74979,76028,76649,77270,78248,78998,79329,79447,80269,80973,81981,81892,81947,81848,82262,82487,82487,82522,82806,82913,82923,82725,82527,83023,83430,84063,84117,84049,83965,84121,84782,86014,86598,86970,86873,86834,86765,86766,87237,88036,88675,89114,88796,88354,88218,88535,88271,87230,85930,84959,84194,83368,82554,81922,81351,80430,79044,77781,77637,78163,78849,79008,78965,78723,78821,78555,78638,78636,79453,79904,79917,79689,79473,79527,79458,79406,79034,78623,77945,77583,77111,77104,76955,76624,75999,75419,74981,74651,74408,74439,74646,74597,74226,73507,73080,73122,73606,73806,73887,74020,74535,74964,75145,75474,75934,76554,77167,77714,78142,78817,79447,79999,80468,81208,82417,83627,84779,85949,86316,86587,86764,87372,88075,88881,89122,89983,90725,92040,92867,93651,95138,96783,98563,100302,102328,104507,106928,108227,109374,109998,111841,113939,116264,117906,119396,120723,122490,125005,128167,131595,134994,138562,141431,143872,146132,149339,153107,156282,158714,159619,160602,160344,160665,161058,163080,165754,167929,170273,172560,176622,180966,185404,188690,192787,196459,200844,204220,207461,210122,212158,213490,213313,213122,212834,212772,213274,214736,214148,213111,211654,213386,214759,216516,218079,219678,221657,224055,225831,226950,229292,232210,235439,236656
Four Bedrooms,32.704398,-96.87222,-10783766.202413972,3856133.1515126033,9092,75233,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,81352,81395,81413,81653,81943,82164,82274,82359,82469,82548,82635,83049,83205,83376,83310,83347,83223,83191,83153,83366,83705,84287,84756,84665,84769,84804,85306,85375,85707,85951,86567,86886,87199,86976,86955,86791,87120,87658,88451,89286,89872,90658,91188,91549,91247,91605,92018,93488,94441,95713,96085,96646,97109,97730,98333,99354,100933,102180,103147,103432,103618,102986,102650,102444,102420,101720,100811,100086,99730,99521,99433,99487,99558,99897,100277,100644,101322,102456,104098,105066,105455,105513,105747,105927,105963,105874,106029,106355,106638,106654,106353,106537,107255,108279,108388,108470,108727,110193,111685,112642,112967,113383,114095,114683,114481,114158,115092,116254,118013,118208,118407,118401,118797,119307,119695,119859,120296,120554,120850,120454,119958,120044,120352,121008,121091,121258,121113,121321,121622,122491,122617,123390,123706,124122,123989,123747,124477,124906,125195,125343,125519,125267,125004,124409,123321,121511,119720,118615,117176,115920,114827,114436,113889,113136,111643,110422,109569,109296,109453,109388,109383,108914,108808,107784,107193,106563,107108,107264,107607,107786,107721,107585,107425,107581,107105,106576,105365,104665,103816,103800,103784,103635,103165,102168,101078,99926,99086,98978,99408,99722,99402,98522,97914,97877,98195,98538,98679,99163,100258,100770,100890,100524,101107,101751,102445,102763,103142,103725,104406,104903,105396,106060,107220,108500,109518,110500,110240,109985,109758,110394,111430,112614,112652,113405,114097,115868,116898,117858,120261,123444,126576,129180,131447,133496,135819,137231,138830,140003,142342,145132,148380,150150,151818,152761,154661,157413,161134,165156,168532,171397,173567,175470,175270,176572,178036,180803,182511,183384,184550,184262,185015,185976,188614,191559,194831,197865,201321,205683,210565,214796,217665,221515,223835,226149,227194,228670,230819,232625,234077,234034,233881,234207,234817,235453,236809,237420,238043,238058,239371,240427,241763,243006,244332,245873,247846,249626,251402,253752,256413,259340,260946
Five Bedrooms And More,32.704398,-96.87222,-10783766.202413972,3856133.1515126033,9092,75233,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,81787,81818,81850,82105,82386,82659,82771,83063,83543,83861,84160,84609,84860,85087,84951,85013,84861,84757,84693,84668,84685,85241,85682,85873,86069,86322,87142,87418,88078,88550,89399,89749,89594,88698,88245,87874,88243,88625,89262,90107,90722,91632,92324,93063,93788,95167,96075,97130,97490,98572,99112,99222,99040,98620,98280,98151,98625,98921,99674,100339,100813,99982,99289,99176,99442,99343,99246,99516,99517,99416,98845,98560,98379,98918,99091,99139,99390,100211,101175,101422,101447,101617,101913,102133,102022,101631,101742,101945,102178,101972,101760,101984,102507,102970,102747,102606,102914,104315,105841,107006,107688,108122,108642,109118,109462,109396,110723,112124,114178,114522,114483,114352,114536,115652,116482,117197,117560,118319,118581,118168,117567,117976,118785,119903,120502,120862,120885,121075,121601,122524,123293,124494,125518,126401,126722,126207,126270,125966,126078,126196,126187,125578,124786,123728,122077,119630,117722,116611,115994,115441,115184,115020,114658,114009,112349,111070,110303,110557,110681,110560,109648,108431,107214,105794,105145,104629,105380,105657,105915,105829,105571,105682,105857,106525,106329,106157,104987,104602,104030,104061,103641,102932,102495,101889,101532,100652,99912,98965,98675,98275,97995,97559,96872,96764,96348,96448,96210,96348,97298,98702,99724,100173,100693,101442,103023,104323,105794,106433,107163,107892,109050,110193,111773,113046,114104,114930,115048,115358,115444,116381,117392,118971,119023,119901,120889,123162,124729,126037,128380,131073,134052,137089,140465,143259,146303,147116,147646,147862,150333,153812,157510,160327,163329,165521,168733,172071,176182,181995,188040,193827,197184,199404,199798,200732,202090,203780,204416,204589,206064,206690,207681,208785,211612,215294,219257,224268,229020,235132,240730,246835,250892,254020,256056,257930,260396,262096,264513,266076,267380,267662,268103,268577,268762,269018,269187,268572,267318,267356,268638,269882,270913,271598,272798,273885,275970,278629,281877,285898,289925,293305,295526
Single-family Residences,32.704398,-96.87222,-10783766.202413972,3856133.1515126033,9092,75233,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,59117,59129,59270,59456,59684,59813,59913,59890,59880,59931,60079,60197,60131,60105,60020,60064,60036,60037,60032,60233,60504,60858,61033,61181,61432,61693,61891,61938,62116,62451,62976,63458,63893,63903,64018,64192,64783,65476,66181,66953,67414,67903,68084,68217,68116,68457,68745,69241,69342,69530,69632,69676,69827,70065,70442,70866,71370,71743,72232,72503,72809,72627,72513,72326,72381,72186,71950,71681,71512,71532,71448,71564,71532,71829,72062,72530,72986,73457,74268,75044,76019,76623,77091,77230,77108,76912,76598,76472,76342,76376,75995,75833,75577,75647,75516,75717,76374,77623,79136,80146,80736,81337,82253,82936,83208,83320,84225,85032,86107,86039,86104,86044,86473,86721,86775,86880,87228,87353,87327,87066,86845,87317,87696,88319,88352,88341,88236,88347,88863,90010,90581,90992,90882,90806,90754,90738,91245,91941,92509,92892,92643,92231,92112,92407,92156,91111,89723,88682,87762,86858,86083,85617,85248,84329,82797,81341,81099,81585,82359,82573,82637,82430,82477,82011,81827,81817,82684,83233,83148,82870,82537,82595,82594,82663,82361,81951,81209,80748,80229,80213,80136,79832,79197,78490,77833,77295,76872,76903,77220,77312,77032,76350,75955,75990,76478,76713,76842,77023,77644,78090,78242,78401,78784,79325,79918,80449,80895,81571,82210,82775,83248,83989,85190,86431,87559,88726,89018,89251,89379,90005,90748,91596,91812,92635,93346,94706,95617,96483,98095,99906,101820,103656,105767,108056,110591,111968,113236,113990,115932,118100,120460,122103,123657,125070,126896,129353,132474,136012,139481,143027,145805,148193,150461,153690,157380,160392,162679,163613,164667,164382,164783,165275,167442,170177,172428,174745,177047,181055,185402,189624,192761,196745,199976,203738,206463,209378,211766,213668,214988,215062,214963,214953,215077,215702,217169,216898,216257,215075,216728,217983,219597,220933,222403,224200,226444,228128,229394,231740,234607,237739,239112
One Bedroom,32.792879,-96.74918,-10770069.452266768,3867844.2742524236,9113,75223,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147642,146629,144790,141351,137286,133932,131054,129350,128109,128002,128820,130508,131345,131566,132415,134065,136610,139257,143016,145722,147631,147953,147558,145757,145369,144699,144662,144717,145913,146122,145327,145554,148336,150854,152222,153578,155558,158650,161391,164026,166948,171328,173071,171897,167036,165097,165630,168984,172388,174693,173421,169519,165091,163087,164346,167008,168575,168654,168135,167483,165383,162738,161350,162611,163716,162927,160251,158406,158787,159878,160838,160295,160814,161414,164186,166588,167147,164960,162376,160645,160839,160959,161115,161056,159895,158882,156007,152330,149613,148780,148089,145899,141313,136340
Two Bedrooms,32.792879,-96.74918,-10770069.452266768,3867844.2742524236,9113,75223,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,72209,72210,72539,72925,72918,72694,72436,72695,72857,73439,73912,74509,74404,74329,73742,73748,74483,75912,77140,77492,77637,77482,77362,77373,77908,78848,79977,80424,80612,79869,79731,79885,80971,81630,82657,82932,83945,84385,84952,85091,84963,85380,85438,85590,85140,84543,83674,83409,83467,83630,83526,83566,83820,84600,85223,86026,85960,86325,86219,86344,85914,85381,84890,84624,84720,83710,82907,81666,81693,81222,81365,81741,82069,82638,82697,83155,83242,83690,84439,85586,86973,88372,89295,88768,88069,87191,88165,88835,89826,90542,90307,90243,89535,89849,89895,90623,91413,92800,92412,91716,90134,89353,89329,89557,89369,88333,87407,87592,88423,88551,88417,88129,88549,88814,88768,88264,88669,89569,91331,91500,91250,91120,92597,94229,95712,97050,98745,100743,101221,101499,100526,100000,99361,99334,99142,98597,98146,98039,97494,96545,97165,97996,99128,100060,101301,102064,101884,102086,102287,101810,101106,100169,98241,96994,96304,96440,95120,93537,92674,92494,92702,93108,94537,96475,98730,98847,98948,98581,100473,102303,103550,103709,103373,103020,101748,99761,97400,96425,95679,95071,93825,92472,91048,90377,89353,88945,88190,88768,89774,90390,90531,91422,91517,92236,92393,92564,93003,92467,92441,91331,90653,90227,89696,88482,87682,86729,86782,86660,87063,88104,89628,91581,93013,94797,96641,98543,100524,103123,105183,106683,107283,107728,107697,108234,108853,109878,110782,111932,112693,112648,113688,115496,117437,118725,120507,122031,124020,124431,125014,125444,127096,129415,131124,132209,134019,137799,142172,145027,145829,146754,148374,149968,150740,150308,149275,148676,149843,149794,148258,146516,147555,149999,153407,156738,159751,162911,165115,168183,167974,168244,167620,168069,166753,164670,161630,159199,157444,157206,158737,160547,162840,163836,165661,167674,171264,174324,177148,178931,180248,180424,179960,179117,179171,180390,181833,182797,182887,183547,184781,186732,188983
Three Bedrooms,32.792879,-96.74918,-10770069.452266768,3867844.2742524236,9113,75223,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,75273,75452,75875,76526,77114,77448,77434,77330,77360,78033,78714,79230,79054,78992,78539,78384,78293,78638,79383,80253,80839,80696,80284,80066,80379,80756,81409,81876,82253,82312,82315,82328,82415,82330,82596,82794,83622,84389,85016,84978,84935,85008,85313,85436,85716,85575,85505,85644,86018,86228,86323,86875,87562,88346,88934,89505,89753,90661,91148,91800,91688,91639,91666,91572,91547,90700,90056,89719,89987,89919,89948,90033,90250,90536,90568,90843,91019,92193,93794,95307,96123,96825,97503,97717,97470,97031,97324,97966,98895,99291,98469,97423,96832,96851,96880,96983,97613,98891,99693,99892,99262,99011,99731,100950,101537,102038,102500,103450,104548,104853,104980,104758,105226,105524,105427,105002,105346,104892,104834,104071,103985,104224,104793,105344,105812,106720,107654,108664,108831,109788,109810,109792,109271,109071,108997,109223,109361,108980,108353,107773,108091,108186,108577,109032,108833,107822,106753,105942,105479,104608,103882,102673,100996,99570,98810,98632,98415,98584,98796,99254,99397,99755,100635,102105,103748,104478,105000,105251,105788,106229,106274,106084,105627,105119,103848,102317,100679,100358,99793,99513,98967,98210,97276,96401,95808,95828,95512,95181,94746,93577,92708,91645,91061,91173,91291,91204,90845,89911,90153,90436,91065,91461,91627,91752,92282,92497,93345,93874,95005,96366,97274,98117,98847,100104,101571,102788,104175,105220,106388,107042,107469,107976,108540,109240,109920,110816,111895,113517,114583,116148,117295,119391,121450,123661,126067,128837,131350,133114,134359,135447,136330,137157,138093,139951,142236,144899,147217,150344,154031,158417,161931,164526,165545,166317,167553,169236,170861,171157,171031,168920,168113,168212,170890,174336,178573,182968,186415,189499,191805,195948,201477,206593,207827,206027,203697,203141,204967,207029,208879,209884,211715,212440,211069,209731,210282,212538,214977,216180,217370,218371,220471,222138,223728,225576,228520,232089,235853,239632,243021,246502,248698
