HomeType,Latitude,Longitude,mercator_x,mercator_y,SizeRank,Zip,State,City,Metro,CountyName,1996-01-31,1996-02-29,1996-03-31,1996-04-30,1996-05-31,1996-06-30,1996-07-31,1996-08-31,1996-09-30,1996-10-31,1996-11-30,1996-12-31,1997-01-31,1997-02-28,1997-03-31,1997-04-30,1997-05-31,1997-06-30,1997-07-31,1997-08-31,1997-09-30,1997-10-31,1997-11-30,1997-12-31,1998-01-31,1998-02-28,1998-03-31,1998-04-30,1998-05-31,1998-06-30,1998-07-31,1998-08-31,1998-09-30,1998-10-31,1998-11-30,1998-12-31,1999-01-31,1999-02-28,1999-03-31,1999-04-30,1999-05-31,1999-06-30,1999-07-31,1999-08-31,1999-09-30,1999-10-31,1999-11-30,1999-12-31,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31
Condominium and Co-operative Homes,29.698045,-98.42624,-10956758.917496536,3464795.094098319,5626,78261,TX,San Antonio,San Antonio-New Braunfels,Bexar County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292993,296821,299016,303356,306384,310440,314621,318676,322018,325540,328095,329936,330249,329372,329282,330671,333757,333880,333155,331209,330098,327720,327493,329303,333183,335696,337257,338151,338552,340682,342952,347169,350984,356013,358570,357523,356197,356346,359096,360797,361949,362271,362621,362961,363433,363858,363867,366326,367740,369920,368690,369015,369735,373972,378225,381160,382262,382099,386072,388397,391321,390941,393146,395187,397148,396630,396064,396302,397863,400209,399795,399782,399605
Single-family Residences,29.698045,-98.42624,-10956758.917496536,3464795.094098319,5626,78261,TX,San Antonio,San Antonio-New Braunfels,Bexar County,181634,181286,180643,178892,176348,174741,174194,175201,175726,176646,177623,178833,181002,182678,184809,186769,190039,192288,193126,192122,191417,190621,190545,190850,189428,187559,185288,185086,185207,185226,185448,185663,187099,188239,188342,187790,188222,189501,190433,190470,190964,191940,193458,194173,194608,194840,195665,196216,196569,197224,198060,198689,197326,196046,194677,195436,194983,194527,193917,194198,194750,195170,195523,195315,195534,195363,195376,194452,194795,195309,195934,196164,196494,196145,196349,197026,198446,199903,200635,202061,202893,204016,204724,205492,205789,205759,205591,205484,205811,206098,207137,207882,208191,208453,208472,209162,210800,214072,216424,218654,219478,221173,221569,221360,221887,221714,222543,222279,222472,222152,222483,223469,224993,225848,227441,229695,232371,235962,239102,242022,244134,246169,249088,250673,252504,254316,256985,259222,260748,262064,263415,265686,267753,269187,269476,269937,270951,272056,272850,273675,274555,274948,274997,274758,273868,272982,271885,271810,270919,270104,268682,267129,265371,263826,262770,261681,260465,259226,258135,256870,255949,254938,254119,253204,252563,252420,252312,252145,252357,252694,253023,253180,253246,253419,253239,253436,253361,252409,250734,249351,248986,248697,248540,247884,247198,246248,246158,245952,246398,246889,247803,248285,248227,248573,249389,250742,252068,253141,253535,253740,253489,253925,255010,256493,257979,258756,259400,259853,260475,261796,263547,265785,267838,269389,270051,270458,271171,272358,273345,274080,275289,276075,276746,276566,276782,277333,278552,279873,280573,281848,282848,284154,284234,285037,286113,287998,289712,291385,292287,293071,293729,293555,294017,295010,296968,297903,297855,297506,297412,297335,297961,299132,301250,303229,303866,303627,303052,303306,304234,305304,306253,306884,307464,307092,306220,305539,306665,308043,309457,310303,311092,311739,311620,311785,311556,312805,313865,315554,315849,316440,316814,317494,317964,318154,318321,318299,318719,318534,318773,318399,318833,319148,319838,320649,321759,323351,325576,328124,330792,333697,336789
Two Bedrooms,29.623533,-98.62493,-10978876.987122253,3455249.7298166095,7980,78256,TX,San Antonio,San Antonio-New Braunfels,Bexar County,172687,171527,170328,168324,167184,167618,168420,169735,170313,171880,172615,174161,176032,179790,184566,188836,192588,194122,195413,195915,197584,198708,202132,205521,209709,210500,209806,209018,207687,207127,206565,206687,207353,207573,206336,203111,197484,193842,192114,192731,194247,195416,197362,199461,201685,202197,203039,204782,208014,210356,210315,209817,208753,209202,207809,205454,201651,198079,196652,195824,195681,194680,194800,194840,194364,192822,191814,191761,192417,194379,194535,193967,193670,194240,194460,193889,192824,193053,192597,192685,192372,192444,192625,193372,192111,190555,189390,189047,189279,188799,189425,191346,192347,192780,192499,193147,196013,199047,201565,203230,204492,205387,205879,204456,205106,205154,207169,207583,207382,207784,206619,205997,205965,208408,212298,215374,217792,220711,221589,222554,222697,223031,225690,229528,233877,236912,236055,236505,236338,237638,238840,239139,240435,241188,243204,243558,243436,241610,241699,241162,241114,241299,244398,249502,252474,254942,255699,256977,257132,257573,260571,264882,269350,269011,265885,261848,260459,259369,257497,255667,255256,255607,254241,251311,248080,247791,248936,249788,248399,246246,245190,245369,245745,245783,244396,243300,242167,241305,239886,239865,241456,243005,244133,243928,242654,240557,239889,240527,241996,243154,244101,244214,243143,243086,242305,242501,242468,245069,247297,250422,251902,253602,255205,255993,260185,263651,269757,272353,275884,277426,280347,281367,282515,282564,280963,280979,278312,277533,275373,276162,277774,277480,276533,274359,273368,273170,275886,278802,282503,285658,288292,289041,287888,290059,292172,297160,303520,310307,314405,315033,313020,310000,307462,309270,314068,317717,319800,317451,314104,311692,312767,316573,322094,326988,330311,330702,329318,327476,327731,329471,330263,328646,326800,325345,323814,323412,324872,327842,329504,331463,331417,333861,336263,340490,341987,343911,345525,349018,349981,352115,354366,358518,361257,362479,363397,362943,362809,361557,362724,362794,364682,364360,365186,364839,366490,368076,370358,373475,377954,383235,387115
Three Bedrooms,29.623533,-98.62493,-10978876.987122253,3455249.7298166095,7980,78256,TX,San Antonio,San Antonio-New Braunfels,Bexar County,210864,210220,209877,208638,207582,206654,206387,206267,206047,206216,206549,206986,207210,207699,208012,208908,209663,210621,210700,210998,211625,212088,212338,212318,213325,214077,214931,215121,215357,215126,215249,215106,215015,214732,214763,215489,214533,213615,212548,213162,214356,216004,217603,218811,219880,220513,221035,220996,222811,225236,227385,227873,226963,226176,224972,224571,223987,224132,224468,224770,224547,223433,221790,220685,220150,219913,219560,219246,219405,219198,219172,219372,219874,220118,221744,223468,224698,225209,226278,227832,228785,230054,230758,231054,229437,228165,227315,226321,227191,227571,228572,228332,227942,227753,227201,227672,230711,235020,237294,238680,238203,239942,240945,242179,244124,245173,248104,249933,250612,249967,250406,252226,253952,253798,253784,254880,256064,258323,258923,260144,261649,263956,266798,269242,272601,276224,279428,281530,283881,286011,288300,289646,290590,291384,291664,291703,291803,292320,293304,294517,294792,294079,293708,294480,294922,294664,293292,292532,291320,290617,289825,289503,288911,288708,287654,285864,284253,282535,281984,281234,280913,279496,277776,275330,273834,272943,273499,274283,274893,275309,275105,274849,274622,274898,275219,275562,275709,275079,273301,271874,270650,270001,269466,268901,268001,266813,266342,266919,267750,268471,269164,269367,269628,270561,272216,274210,276129,278192,279780,280092,279238,279063,280035,281419,283074,283644,284308,284340,284820,285760,286692,288888,291610,294064,294971,295331,296188,297410,298428,299418,300809,301201,301505,300078,299937,299884,301567,303021,303396,304423,304936,305923,305466,306212,307604,309987,311118,312342,312844,314123,315395,315861,316711,318051,320653,322724,323422,324620,326258,328038,329286,330785,333301,335763,336955,336924,336367,336092,336922,337606,337733,337309,337294,336649,335542,334423,335552,337119,338949,339949,340703,341169,341488,342492,343330,345284,346652,349004,349609,350845,351413,352433,353087,353021,353145,352524,352812,352463,353227,353112,353868,354032,354820,355823,357223,359516,362030,365111,367757,370765,373596
Four Bedrooms,29.623533,-98.62493,-10978876.987122253,3455249.7298166095,7980,78256,TX,San Antonio,San Antonio-New Braunfels,Bexar County,265127,265017,264972,264753,264260,263734,263342,263121,263814,264436,265432,265150,264476,263479,262603,262705,262670,262664,261908,261745,260291,259520,258224,258601,259165,260006,261021,260528,260805,260805,262114,262258,263188,262788,262580,262446,263158,264374,264793,265701,266709,268387,269156,269584,268606,268963,269395,270159,270468,270664,271186,271608,270857,270671,270737,272196,273876,274556,274829,274838,275354,276417,275469,274876,274390,274230,274087,273502,273666,273592,274259,275548,276846,277046,279851,281862,283451,282597,281603,282207,282706,284705,285813,286131,285029,283482,282466,282074,283391,285615,288789,289820,289580,288509,287810,288447,291326,296097,298930,301022,301863,304018,304855,306297,309345,312156,315717,317811,319108,319817,321533,324700,327570,329151,330999,333273,335708,338685,340765,343056,345082,347126,349263,350513,352263,354966,358537,361644,363848,365130,366940,368814,371543,373548,374708,375097,376087,376943,376958,377526,377993,379169,378988,379056,376965,375156,373149,372774,371862,371085,369913,368489,366862,365526,364656,363530,363091,361902,361029,359021,357543,355089,353228,350098,348013,345964,345740,345559,345795,346700,347240,348157,348256,349674,350725,352278,352700,352199,350091,348378,346448,344515,342864,341594,341029,339847,339735,340838,342732,344374,345687,346254,346845,347891,350136,352349,354545,355639,355839,354899,353691,353650,354862,356954,359013,360116,360051,359951,359603,361020,362527,365222,367664,369764,370264,370037,370473,371799,373842,374942,376066,375687,375445,373889,373596,373352,374866,375940,376504,377289,377340,377920,377703,379078,380854,382768,383010,383271,382971,383700,383980,383705,384088,385305,387870,389118,389293,390229,392303,394071,395183,396492,399274,401816,402807,402613,401808,401870,402705,403590,403839,404110,404910,404906,403911,402852,404112,405929,407664,408552,408983,409255,409079,409359,409476,411050,412159,414096,413930,414558,415168,416240,416996,416717,416762,416463,417235,417292,418185,418104,419285,419880,420800,421846,423424,426050,428963,432173,434817,437772,440804
Five Bedrooms And More,29.623533,-98.62493,-10978876.987122253,3455249.7298166095,7980,78256,TX,San Antonio,San Antonio-New Braunfels,Bexar County,314761,313352,310906,308131,304801,302904,300897,300712,301736,301315,300885,299331,299413,298885,299640,299489,299533,298828,297644,295254,291121,289996,289505,289844,288085,287012,287264,286408,287138,286482,287554,287312,288417,288195,287748,289037,290549,292338,292495,294306,296038,298546,300715,302816,303686,304910,305933,306645,307971,309271,310520,310623,308385,306699,304633,305493,306705,307064,306984,306429,306716,307329,307513,307818,308852,309728,310515,310289,310044,309930,310068,311003,312161,312639,313759,314728,316189,316681,317060,317800,319155,321055,323667,324964,325218,324340,324370,324189,324592,325091,326946,327707,327364,327145,326450,327509,329818,333991,337027,340030,342092,345247,346796,349522,353211,356238,359397,361446,363508,365565,368302,371804,375323,377724,380181,381491,383260,385890,388967,391941,394861,397888,401039,403537,405866,409741,414450,419885,424214,427396,430178,432857,436160,438363,439887,441019,443636,446253,448037,450710,452718,456460,457815,459855,457841,456077,453872,453384,452214,450085,448738,446160,444287,441239,440106,438439,438137,436954,436090,434416,433332,431897,430299,426802,423845,420820,420089,419560,420290,421823,423043,424566,424786,425771,426338,429354,431660,433394,431519,429939,428723,427736,426842,424796,423587,422427,422094,421721,422011,422862,424608,425321,425551,426331,428483,431419,434143,435219,435839,435083,434244,433672,435033,437532,439680,440411,440139,440234,440343,442364,444110,447491,450287,453198,453804,453492,453875,455021,456485,456647,457427,457235,457523,456272,456130,456103,457672,459187,459772,461113,461812,463201,462779,463262,464487,465930,466274,466055,465889,466432,467305,467471,468559,470365,473796,475860,475750,476865,479442,482647,484504,486462,489904,492642,493804,493435,493019,493718,495817,497327,497214,496376,496377,495973,494600,493627,494783,496543,497999,498567,498906,499304,499581,500214,500985,503341,504868,506342,505304,505314,505568,506979,508451,508733,509460,509694,511981,512059,512887,512148,513931,515505,517246,518660,520269,523220,526563,530659,533401,537623,542330
Single-family Residences,29.623533,-98.62493,-10978876.987122253,3455249.7298166095,7980,78256,TX,San Antonio,San Antonio-New Braunfels,Bexar County,267605,267089,266825,265677,264521,263310,262842,262510,262614,262856,263338,263472,263096,262829,262304,263038,263687,264542,264200,264272,263770,263678,263249,263530,264623,265464,266564,266446,266641,266621,267417,267795,268717,268664,268861,269039,269065,269581,269699,270473,271662,273453,274797,275275,275068,275571,276263,276679,277588,278303,279091,279430,278621,278302,277724,278497,279112,279298,279162,279140,279066,279036,277147,275839,274838,274305,274250,273990,274252,273950,274133,274733,275497,275557,278416,280352,281616,280688,279709,280220,280796,282735,284026,284490,283748,282721,281885,281479,282969,284860,287356,287759,287097,285933,284960,285563,288153,292439,294716,296564,296890,299095,300222,301734,304526,307068,310473,312453,313329,313685,315006,317671,320274,321329,322675,324716,327101,329871,331677,333567,335892,338330,341220,342945,345005,347742,351263,354431,356784,358427,360411,362413,364748,366323,367128,367695,368987,370330,370835,371593,371964,372797,372659,373145,371672,370383,368440,367872,366744,365821,364678,363420,362146,361164,360427,359169,358568,357381,356774,355049,353791,351464,349583,346422,344415,342456,342318,342090,342356,343077,343422,344118,344174,345548,346507,347992,348286,347747,345615,343984,341985,340125,338517,337421,336769,335536,335272,336164,337753,339171,340388,340961,341626,342711,344941,347073,349299,350548,351040,350406,349405,349454,350633,352600,354617,355675,355678,355465,355115,356385,357827,360499,363071,365262,365838,365687,366167,367537,369567,370881,372140,371898,371683,370084,369764,369538,371197,372493,373182,374102,374214,374842,374639,376081,377966,379973,380358,380716,380487,381137,381480,381224,381687,382886,385442,386735,386866,387926,390023,391919,393048,394437,397204,399710,400648,400443,399690,399756,400680,401490,401620,401700,402403,402343,401285,400211,401508,403316,405035,405833,406259,406517,406459,406906,407161,408841,410064,412129,412084,412808,413426,414516,415268,415017,415081,414732,415464,415404,416215,416064,417187,417723,418645,419733,421321,423967,426859,430094,432764,435818,438937
Two Bedrooms,29.335577,-98.70173,-10987426.324015174,3418427.1955475197,9785,78252,TX,San Antonio,San Antonio-New Braunfels,Bexar County,0,0,0,0,0,0,0,0,0,0,0,0,0,50317,50790,50697,50558,50359,50194,50593,51305,52426,53673,54409,54715,54806,54488,54729,55114,55807,56153,55581,54210,53012,51748,51361,51318,51801,52291,52891,53953,55108,56495,57957,59510,59896,60166,60568,61316,61710,62329,62540,62005,60002,58767,57891,58561,58942,59628,59552,59755,59794,60041,59727,60205,61332,61912,61867,60594,60135,59440,59203,58836,58879,58405,58611,58253,59063,59632,61130,62127,62994,63796,64488,64397,64024,64424,64801,65869,65529,65790,64932,64863,64501,64709,65121,66426,67976,68670,69528,69585,70047,70337,71644,73391,74681,75699,76466,77252,77227,77043,76354,76451,76598,76891,76646,76044,76405,76458,76110,74503,74066,75206,76874,77663,78131,78105,78179,77855,77555,77046,76990,77721,78547,78670,79441,80271,81684,82985,84355,86021,86282,86798,87441,89102,90269,90332,88813,87752,86550,86258,86269,86146,87125,87944,88810,88490,87484,87389,87749,88501,88664,88133,86771,86117,85980,86490,86422,86213,86769,86740,86713,86167,86385,86996,87796,88050,87129,85464,83953,83517,83282,83217,82710,82062,80923,79484,78278,77603,77570,77760,77839,77333,76322,75542,75604,75819,76267,76462,76810,76297,76103,76258,76870,76700,76256,75435,74588,74168,74229,74656,75016,75831,76462,76587,76334,77015,78347,80574,82241,83533,84058,84858,85057,84790,84286,84576,85409,86129,86884,86853,86878,86506,86596,86869,87518,88339,89191,89748,89942,89741,89445,90075,91351,92999,94285,95194,97013,98937,100732,101826,103645,105684,107430,107644,107116,106874,106877,106832,105668,105105,104404,104681,103818,103909,103808,105077,106919,108554,109917,110589,111919,112409,113277,113584,114906,115531,116259,115937,116392,116927,118088,118944,119574,120452,121109,121804,121925,122562,123430,124878,125157,125408,125271,125771,126300,126903,127481,128069,128764,129138
Three Bedrooms,29.335577,-98.70173,-10987426.324015174,3418427.1955475197,9785,78252,TX,San Antonio,San Antonio-New Braunfels,Bexar County,131379,130477,129739,129008,127922,126353,124891,124349,124495,123815,122943,121910,121220,120988,121489,120998,120943,121251,121419,120998,119797,120002,120098,120861,121104,121091,119764,118707,117706,117526,117857,117689,117854,117889,118798,118794,118908,119147,120279,121662,123852,125799,126943,127691,127696,127289,126690,127154,128242,128672,128500,127854,126057,124237,123482,123901,124740,125840,126057,126298,125517,125165,124747,124088,123941,123416,122330,121045,119732,119393,118986,118438,117679,118079,118460,119171,119128,119631,119525,119268,118763,118655,119756,121197,122032,121653,121315,121121,121791,122630,124030,125283,126201,126252,126173,126223,128090,129713,131368,133083,134863,136169,137833,139988,142833,144586,145332,144801,144295,144464,145425,146590,147137,147193,146403,145561,145119,145546,145957,147244,147908,149648,150616,150827,150536,151037,152548,153891,154784,156034,157513,159552,161079,161946,162205,162532,163685,164479,165078,166002,166923,167638,167440,166493,165098,162489,160561,159135,159044,159197,159437,157934,156199,153623,152682,151504,151356,151537,150506,149513,146799,144977,142318,140936,139682,139396,138985,138690,137689,137156,137809,139049,140218,140208,139764,139692,139455,139445,138253,137242,135519,133532,131309,128447,125945,123793,123105,121979,120944,119132,118331,117680,118159,118612,119172,119776,120457,120630,119779,119331,119197,119365,119374,119001,119089,118895,119062,118767,118770,119500,121338,122849,123948,124666,125467,126818,128202,130168,131611,133269,134911,136199,136621,136291,136339,136999,137879,138522,138341,138589,138883,139399,139416,139734,140401,141703,142886,144081,144855,145604,146226,146182,146368,146984,148032,148713,149010,149517,150001,150289,150665,151358,152637,153829,154413,154557,154590,155113,155722,156373,157299,158341,159434,159579,159488,159452,160446,161411,162467,163038,163761,164407,164567,164782,164821,165885,166627,167613,167991,168744,169512,170424,171186,171705,171981,172099,172415,172481,173051,173321,173924,174235,174578,175045,175631,176515,177850,179352,180870,182372,183803
Four Bedrooms,29.335577,-98.70173,-10987426.324015174,3418427.1955475197,9785,78252,TX,San Antonio,San Antonio-New Braunfels,Bexar County,115593,115800,115899,116555,116795,117311,116692,116475,115718,115412,115508,115070,114573,113261,112491,111334,110968,111006,111952,112064,112029,111828,111722,111909,112376,113663,115155,116562,117241,116630,117047,118349,121540,124100,125019,126156,126803,128027,128191,128197,128857,129196,128868,127634,125263,122968,121843,121967,122459,123036,123198,123441,122571,122531,123108,123893,124527,125480,126715,127038,127010,126203,126537,126573,126652,126700,125748,125886,125404,125984,126443,126872,127456,128891,129691,130017,130077,129908,131168,131487,133246,132612,132261,131178,129699,127821,126280,126793,127331,129174,128573,129047,128679,129813,129909,130339,132574,134769,137313,137916,139996,140442,143582,144461,145761,146326,148379,150592,151696,152559,153576,154681,154839,154473,152949,153284,153932,154936,155056,155263,155067,154883,154081,154315,154457,155834,157326,158434,158920,159779,160769,161978,163105,164426,165580,166149,166972,167452,167982,168067,168583,168600,168794,168835,168684,168275,167593,167318,166963,166522,165897,165843,165777,165588,164887,163272,161864,160332,159420,158436,157214,156432,155561,154077,152179,150931,150454,151091,151187,151846,151693,152161,152120,152187,151981,152100,151779,151319,150506,150019,149987,148911,148035,146321,146062,145336,144590,143911,144367,144559,144448,143007,142492,142653,143588,143861,143074,141928,141190,140950,140265,139832,139422,139821,139539,139333,139250,139823,140665,141674,143034,143707,144113,144131,144669,145084,145541,146149,146704,147546,148776,150120,151243,151829,152286,152711,153321,154464,155736,157162,158034,158536,158439,158901,159370,160539,162545,165091,166917,167741,168122,168168,168498,169600,171132,172109,172569,173096,173042,172563,172579,173797,175710,177472,178290,178254,177944,178037,178586,179179,180729,182288,183869,183630,183304,183020,184269,185675,187299,188479,189546,190390,189760,189304,188648,189838,190555,191385,191336,191991,192837,193969,194751,195205,195858,196513,197536,197848,198352,198575,199352,199681,199904,200185,200847,201991,203650,205359,206991,208751,210769
