HomeType,Latitude,Longitude,mercator_x,mercator_y,SizeRank,Zip,State,City,Metro,CountyName,1996-01-31,1996-02-29,1996-03-31,1996-04-30,1996-05-31,1996-06-30,1996-07-31,1996-08-31,1996-09-30,1996-10-31,1996-11-30,1996-12-31,1997-01-31,1997-02-28,1997-03-31,1997-04-30,1997-05-31,1997-06-30,1997-07-31,1997-08-31,1997-09-30,1997-10-31,1997-11-30,1997-12-31,1998-01-31,1998-02-28,1998-03-31,1998-04-30,1998-05-31,1998-06-30,1998-07-31,1998-08-31,1998-09-30,1998-10-31,1998-11-30,1998-12-31,1999-01-31,1999-02-28,1999-03-31,1999-04-30,1999-05-31,1999-06-30,1999-07-31,1999-08-31,1999-09-30,1999-10-31,1999-11-30,1999-12-31,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31
Five Bedrooms And More,29.475598,-98.35434,-10948755.0461085,3436319.3928391687,4203,78244,TX,San Antonio,San Antonio-New Braunfels,Bexar County,122456,122706,122770,123052,123036,123477,123842,124215,124345,124569,125084,125512,125336,124943,124541,124513,124528,123902,123306,123020,123082,123285,123046,122974,123748,124626,125697,125868,126383,126919,127492,127823,128046,127853,127672,127360,127013,126900,127037,127779,129094,130187,131327,131421,131777,132096,132735,133520,134236,134882,135213,135573,134421,133557,132534,132980,132715,132510,132122,132050,131595,131060,130350,129716,129961,130434,130719,130591,130696,131306,131811,131990,132153,132517,133191,133951,134336,134625,135176,136049,136921,137495,138033,138803,139042,138821,138730,138896,139535,139759,140465,140834,141220,141415,141791,142156,144131,146708,148545,149414,149799,151031,151393,151569,151866,152327,152912,153699,153698,153712,154013,154833,155766,156405,157300,158561,159663,160456,160893,160559,160881,160684,161208,161511,162097,162106,162625,162606,162924,163501,164640,166377,167107,168052,168245,168629,168970,169904,170220,171019,171342,171657,171256,170531,169877,169268,169021,169281,169406,169322,169095,168541,167770,166980,166696,166707,166652,166068,165139,163955,162928,161827,160822,159651,159564,159897,160269,159882,159194,159021,159158,159257,158887,158441,158383,158637,158082,156769,155127,154554,154954,155152,154863,154104,153780,153277,152693,152147,152125,152398,153070,153147,152548,151882,151799,152495,153384,154370,154926,155480,155794,156302,156045,155763,155952,156812,157893,158203,158003,158099,159042,160161,161208,161834,162723,163649,164469,165067,165399,166416,167921,169097,169490,169559,169929,170742,171843,172845,173565,174251,174637,174870,174668,175105,175887,177032,177465,177879,177998,178546,179029,179390,180208,181291,182651,183631,184547,185119,185730,185932,186736,188024,190028,191488,192032,191623,191380,191335,191505,191722,192484,193340,194097,193774,193208,193047,194379,196447,198347,199720,200429,201176,201541,202683,203458,205203,206123,207444,207425,208532,209216,210453,211334,212114,212604,212259,213018,213247,214115,214000,214774,214707,215113,215463,216528,217797,219506,221609,223195,225102,227174
Condominium and Co-operative Homes,29.475598,-98.35434,-10948755.0461085,3436319.3928391687,4203,78244,TX,San Antonio,San Antonio-New Braunfels,Bexar County,48517,48598,48559,48619,48870,49665,50318,50785,51039,51438,51778,51784,51834,51928,52352,52568,52445,51452,50694,50062,49755,49465,49143,48963,48515,48291,48160,48190,48193,48181,48208,48442,48746,48642,48785,49430,50409,50907,50960,51309,51915,52831,53347,53844,54063,54450,54629,54702,54734,55525,56319,56907,56633,56261,56130,55771,55486,55343,55543,55778,55599,54559,53901,53457,54008,54071,54462,54748,55048,54977,54988,55075,55484,55764,55625,55341,54837,54880,54203,54117,54081,54561,54443,54059,53400,53473,53845,54396,54581,54888,55336,55717,55773,56359,56844,57539,57831,58238,58919,59821,60756,60935,61339,61329,62158,61860,62199,61843,62410,62626,62207,61880,61717,62591,63245,64174,64457,64845,65046,66241,67177,67924,68685,68767,68784,68421,68929,69522,69985,70224,70410,70283,69950,69635,69684,70089,70638,71001,70717,70019,69890,70030,70449,70284,70360,70522,70298,69799,69064,68228,67486,66705,66000,65670,65195,65021,64814,64455,64591,64442,64741,64843,64813,65073,64793,64761,64438,64461,64124,63950,63416,63543,63456,63866,63843,63515,63302,62736,62397,61898,61739,61350,61021,60479,59979,59088,58921,59295,60206,60685,61083,61404,61794,62633,63201,63589,63620,63797,63795,63332,62170,61335,60782,60562,60358,59748,59480,59389,60045,60732,61205,61363,61848,62452,62690,62711,62584,62937,63225,63522,62774,61936,61148,61440,62083,62744,63073,62588,62139,61869,61970,61900,62233,62846,63700,64325,63970,63810,63803,65061,65942,66073,65923,66440,67669,68724,69053,68230,67693,66662,66542,66151,66825,67745,68496,68350,67460,66486,66641,67816,69614,71448,72940,74558,75163,75649,76006,76815,77624,78860,79673,80280,80502,80940,81223,81502,82286,84187,86268,88025,89144,89243,89017,88680,88874,89188,89501,88872,87448,84952,82623,80988,80013,79625,79505,79428,79101,78692,78522,79121,80397
Single-family Residences,29.475598,-98.35434,-10948755.0461085,3436319.3928391687,4203,78244,TX,San Antonio,San Antonio-New Braunfels,Bexar County,89375,89253,89117,88955,88755,88668,88585,88638,88688,88696,88740,88763,88546,88344,88242,88399,88522,88491,88424,88333,88293,88325,88284,88336,88846,89377,89785,89612,89591,89635,89824,89890,89928,89976,90107,90223,90208,90290,90555,91029,91664,92300,92843,93138,93491,93946,94464,94864,95121,95289,95407,95551,95049,94455,93885,93902,93890,93725,93475,93314,93114,92886,92373,91908,91647,91563,91452,91186,90826,90597,90367,90265,90196,90218,90623,91027,91583,91913,92293,92682,93118,93550,94040,94399,94592,94469,94326,94270,94485,94836,95281,95643,95885,96138,96310,96690,97555,98889,99978,100962,101502,102178,102707,103232,104063,104637,105284,105660,105852,106038,106284,106658,106966,107209,107260,107480,107603,107987,108270,108485,108818,109088,109655,109944,110320,110550,111142,111667,112168,112744,113434,114419,115184,115838,116145,116648,117488,118456,119421,120377,121369,122055,122613,122915,122847,122561,122152,122016,121651,121394,120905,120423,119642,119078,118352,117754,117243,116791,116546,116016,115583,114944,114290,113129,112277,111548,111475,111278,111218,111199,110979,110795,110550,110470,110426,110603,110488,109949,108921,108142,107518,106814,106263,105657,105068,104200,103528,103067,103174,103348,103699,103538,103424,103694,104328,105059,105646,106195,106492,106690,106381,106464,106641,107379,107999,108298,108323,108243,108280,108657,109345,110419,111726,112762,113248,113459,113859,114466,115083,115707,116703,117518,118157,118360,118699,119231,120252,121286,121955,122780,123430,124252,124595,125348,126359,127659,128577,129400,129823,130446,131147,131566,132321,133317,134597,135376,135722,135755,136083,136289,137212,138314,140015,141542,142560,142980,143325,143963,144801,145841,146844,148013,148947,149270,149111,149121,149997,151285,152573,153660,154688,155700,156198,156807,157242,158609,159816,161299,161839,162605,163102,163858,164399,164956,165627,166085,166820,167059,167441,167291,167787,168153,168793,169371,170206,171096,172253,173589,174940,176463,178194
Two Bedrooms,29.479874,-98.61509,-10977781.603332844,3436866.177970602,4564,78238,TX,San Antonio,San Antonio-New Braunfels,Bexar County,71475,71481,71486,71621,71729,71951,72140,72356,72457,72501,72483,72498,72296,72269,72292,72394,72361,72123,71821,71601,71587,71728,71889,71970,72460,72719,72896,72630,72660,72804,73142,73337,73441,73447,73528,73651,73535,73616,73890,74455,74985,75390,75730,75873,76012,76072,76215,76396,76627,76707,76661,76628,76103,75625,75166,75242,75375,75487,75449,75339,75264,75329,75287,75089,75085,75198,75285,75179,74975,74922,74899,75031,75045,74982,75068,75324,75677,75823,75948,75901,75904,75944,76265,76463,76455,76300,76237,76361,76697,77152,77651,78415,79196,79861,80019,80174,80897,81797,82623,83115,83464,84030,84929,85808,86644,86856,87365,87716,87935,88222,88478,88979,89175,89000,88092,86981,86335,86736,87341,87953,88933,90011,91096,91741,92352,93242,94547,96163,97170,97872,98312,99385,99758,99939,100072,100529,101690,102852,104259,105263,106416,107317,108214,108543,108692,108750,108810,109229,109317,109096,108437,108195,107909,107773,107255,106908,106594,106313,106150,105738,105099,104778,104593,104048,103629,103465,104162,104526,104948,105124,105001,104947,105009,105027,104990,105160,105261,104775,103582,102841,102429,102312,102212,101867,101617,101218,101036,100808,100664,100827,101130,101197,101035,101051,101444,102011,102401,102475,102419,102352,102211,102062,102040,102176,102461,102608,102646,102684,102746,103443,104246,105180,106090,106980,107767,108398,109144,109781,110430,110857,111809,112369,112871,112915,112805,112769,113206,113964,114615,115511,116389,117367,117687,118300,119129,120568,122594,124537,125817,126439,126964,127320,127772,128740,129960,130869,131266,130959,130724,130561,131330,132646,134246,135621,136378,136655,137184,137919,139067,140572,142146,143295,143988,144077,144178,144601,145989,147639,148818,150042,150687,151757,151296,151971,152159,153890,154870,156184,156738,157819,158824,160127,160976,161430,161881,161818,161981,161478,162048,162338,163101,162979,163155,163091,163624,164206,165565,166858,168323,169684,170644
Three Bedrooms,29.479874,-98.61509,-10977781.603332844,3436866.177970602,4564,78238,TX,San Antonio,San Antonio-New Braunfels,Bexar County,77258,77311,77339,77488,77614,77769,77888,77969,78019,78019,78018,78045,77878,77765,77650,77624,77505,77350,77236,77287,77422,77592,77722,77788,78261,78642,79027,79021,79173,79323,79467,79502,79431,79487,79560,79687,79574,79606,79799,80277,80838,81341,81841,82064,82362,82479,82744,83006,83256,83390,83432,83452,83078,82683,82379,82476,82618,82736,82749,82600,82430,82286,82131,81930,81790,81744,81588,81475,81242,81257,81210,81441,81651,81921,82185,82459,82785,82982,83266,83453,83779,84014,84510,84844,84909,84589,84427,84500,84928,85370,85890,86463,86857,87193,87113,87235,87874,89223,90413,91527,92215,93197,93901,94589,95487,96182,97174,97656,98193,98299,98562,98589,98641,98368,98168,97874,97674,98030,98376,99148,99861,101015,101771,102559,103187,104320,105577,106887,107773,108175,108563,109031,109410,109344,109721,110125,111148,111718,112448,113305,114414,115530,116336,116962,117164,117268,117102,117187,116903,116565,115974,115373,114723,114136,113707,113194,112619,112039,111613,111316,111124,111048,110959,110310,109815,109555,109909,110146,110617,110968,111083,110860,110567,110342,110099,110259,110108,109564,108371,107563,106961,106467,106089,105634,105215,104567,104263,103985,104053,104204,104465,104466,104247,104386,104837,105524,106063,106468,106531,106461,106186,106150,106364,106699,107219,107428,107508,107541,107776,108475,109307,110456,111732,112807,113530,114078,114844,115659,116393,116895,117694,118274,118888,119167,119727,120537,121584,122559,123041,123961,124772,125839,126198,126924,127840,129110,129735,130235,130468,131118,131799,132060,132619,133529,134895,135812,136241,136259,136770,137204,138233,139261,140857,142313,143147,143409,143542,144028,144755,145897,146912,147954,148761,149156,149190,149212,150196,151481,152943,154009,154879,155579,155796,156349,156578,157718,158636,160115,160781,162033,163065,164443,165135,165727,166161,166337,166669,166740,167380,167586,168126,168129,168311,168457,169284,170278,171728,173292,175028,176712,178274
Four Bedrooms,29.479874,-98.61509,-10977781.603332844,3436866.177970602,4564,78238,TX,San Antonio,San Antonio-New Braunfels,Bexar County,91889,91883,91855,91878,91872,91854,91742,91624,91580,91628,91687,91712,91473,91285,91102,91092,90967,90820,90818,90970,91172,91241,91288,91333,91881,92350,92857,92817,93029,93286,93591,93701,93610,93549,93519,93639,93583,93669,93775,94272,94847,95501,95958,96314,96625,97000,97399,97675,97845,97826,97914,97980,97528,96880,96375,96272,96220,96033,95794,95670,95554,95526,95376,95119,95086,95022,94938,94767,94733,94888,94925,94828,94771,94849,95037,95234,95333,95599,95933,96279,96479,96715,97402,98248,98737,98658,98516,98656,99188,99595,100082,100843,101502,101917,101696,101691,102377,103806,105229,106515,107441,108577,109464,109631,110170,110580,111770,112355,112850,113009,113291,113430,113559,113432,113209,113634,114001,114903,115024,115245,115296,115914,116661,117693,118540,119562,120853,122047,123193,124086,125418,127097,128814,129844,130474,130670,131588,132862,134233,135371,136177,136935,137432,137993,138058,138055,137857,138015,137806,137201,136354,135747,135238,134758,134147,133340,132544,131905,131440,131055,130654,130362,130089,129176,128387,127812,128011,128209,128522,128769,128964,129069,129179,129241,129177,129555,129749,129526,128518,127640,127080,126519,126140,125602,125084,124186,123668,123137,123053,122915,123106,122997,122875,123006,123509,124000,124355,124717,124894,124986,124762,124939,125335,125988,126527,126690,126545,126527,126764,127530,128379,129500,130606,131351,131711,131979,132490,133281,134185,135063,136034,136580,137082,137310,138038,139064,140262,141172,141546,142231,142661,143250,143390,144110,145022,146563,147327,148137,148373,149254,150173,150714,151428,152534,153907,154913,155332,154852,154818,154648,155737,156803,158694,160471,161795,162194,162504,162982,163928,165419,167034,168574,169475,169566,169291,169012,169643,170628,171942,172983,173773,174348,174161,174274,174197,175491,176385,177708,178160,179337,180230,181405,182231,183044,183688,183887,184267,184228,184670,184667,185207,185275,185534,185838,186610,187566,189138,191087,193261,195451,197757
Five Bedrooms And More,29.479874,-98.61509,-10977781.603332844,3436866.177970602,4564,78238,TX,San Antonio,San Antonio-New Braunfels,Bexar County,114446,114242,114174,114107,113992,114068,114094,114160,114128,114127,114510,114809,114794,114796,114622,114627,114341,113936,113699,113691,114098,115052,115846,116712,117738,118702,119832,120065,120893,121418,122051,122242,122222,121115,119617,118141,117420,117069,117049,118063,119329,120881,121828,122763,123149,123975,124535,125528,126053,126820,127343,127692,126813,125553,124418,123804,123609,123518,123756,123828,123928,123921,123826,123203,122990,122804,123013,123244,123553,123828,123958,123955,123845,123555,123262,123286,123758,124706,125430,125733,125495,125433,125600,126070,126278,126304,126449,126711,126840,126361,126383,126947,128072,128500,128618,128706,129727,131144,132434,133608,134520,136022,136860,136771,136846,137431,139025,140045,140584,140964,141387,141919,142322,142655,143176,144682,146070,147521,147695,147575,147354,147583,148027,148649,149667,150552,151186,151163,151068,151094,151786,153158,154914,156154,157663,158273,158737,159135,160128,162061,163605,164965,165564,166602,166513,166465,165418,165505,165654,165898,165548,164284,163209,162317,161949,161460,161062,160681,160408,160058,160087,160023,160097,159795,159736,159959,160458,160755,161030,161257,161593,162076,162021,161789,161559,162240,162754,162358,161305,160142,159902,159581,159603,158945,158342,157695,157439,156931,156537,156197,156311,156149,155829,155941,156623,157280,157895,158369,158491,158191,157805,158090,158763,159778,160513,160553,160074,159953,160343,161203,162149,163975,165896,167490,168014,168497,169347,170865,172237,173221,173844,174073,174541,174323,174873,175446,176898,177573,177773,178045,178415,179206,179978,181358,182719,184588,184736,184960,184247,185223,186131,186734,187397,188428,189874,190628,190948,190106,189812,189394,190673,191919,193989,195899,197329,198069,197844,198433,199205,201246,204450,207707,210196,210469,210379,210546,211628,212588,214157,215211,216434,217216,216465,216067,215261,217086,218275,219668,219803,220507,221092,221933,222966,224215,225804,226404,227222,227000,227498,227481,228315,229112,229992,230908,231713,232486,233641,235557,237803,240232,242695
Single-family Residences,29.479874,-98.61509,-10977781.603332844,3436866.177970602,4564,78238,TX,San Antonio,San Antonio-New Braunfels,Bexar County,81170,81227,81248,81379,81455,81542,81593,81636,81684,81714,81757,81824,81676,81564,81436,81415,81321,81204,81114,81190,81331,81486,81569,81589,82042,82405,82788,82754,82929,83134,83382,83449,83364,83336,83357,83446,83316,83345,83542,84031,84604,85093,85513,85685,85941,86122,86450,86771,87063,87224,87273,87280,86832,86385,86088,86227,86401,86490,86458,86281,86091,85925,85749,85533,85411,85364,85189,85044,84776,84760,84667,84827,84965,85196,85464,85744,86073,86291,86576,86769,87080,87337,87900,88362,88549,88312,88154,88225,88631,89026,89516,90088,90521,90885,90829,90957,91632,92986,94213,95359,96147,97238,98090,98768,99691,100350,101362,101820,102305,102414,102684,102749,102791,102489,102212,102040,101938,102401,102683,103340,103944,104998,105728,106520,107139,108235,109410,110593,111356,111736,112212,112810,113309,113319,113701,114036,115032,115705,116581,117476,118564,119632,120419,121077,121269,121396,121203,121274,120962,120532,119884,119319,118735,118203,117723,117161,116565,115992,115547,115243,115013,114915,114781,114050,113443,113042,113328,113527,113975,114316,114487,114364,114179,114020,113812,114054,114022,113579,112418,111575,110937,110392,109975,109472,109012,108311,107973,107619,107617,107731,108039,108094,107959,108127,108630,109274,109777,110141,110213,110150,109892,109884,110125,110495,110996,111160,111137,111142,111377,112122,112973,114155,115419,116406,116999,117424,118091,118913,119719,120367,121253,121869,122472,122741,123296,124149,125239,126252,126767,127658,128380,129273,129515,130151,131002,132239,132913,133506,133802,134501,135244,135583,136200,137170,138549,139523,140009,140054,140518,140863,141871,142911,144547,146039,146978,147306,147512,148013,148813,150060,151167,152311,153141,153514,153474,153456,154337,155535,156936,158004,158856,159470,159578,160031,160217,161373,162298,163769,164457,165712,166740,168035,168711,169274,169680,169763,170040,170074,170704,170851,171358,171349,171517,171696,172508,173534,175039,176714,178528,180270,181897
Two Bedrooms,29.698045,-98.42624,-10956758.917496536,3464795.094098319,5626,78261,TX,San Antonio,San Antonio-New Braunfels,Bexar County,221561,220220,219404,217402,215673,214375,213979,215397,215226,215194,215958,218113,219725,220330,221662,223973,225935,227447,228160,226886,227838,227910,228436,227036,228623,231331,233458,233719,233865,233647,232982,232308,232495,234267,233994,234264,231739,230115,226736,225188,225962,228382,231380,232946,233600,234100,233994,233256,231013,229574,229235,230030,228146,226352,223970,223390,220894,218786,218119,219463,221292,223817,225731,225620,226056,225954,226450,227144,230102,232817,234413,233323,235248,235460,237573,238929,240264,241179,240440,240847,239974,239307,239749,242222,243359,242664,240495,238746,237951,236697,238760,239572,240817,240358,238889,238352,238109,240648,243037,246470,248398,251377,250803,250867,251654,253934,256845,257480,258849,259673,260215,261080,262221,263290,264176,265475,268003,271946,277414,280285,281502,282238,287077,290443,294793,298735,307138,312888,314772,313225,309441,310932,313593,315633,314106,312909,313170,313492,311667,311624,313749,317176,320405,322484,323619,325777,327286,328454,327222,326025,324398,322270,320161,318073,318445,318377,317202,315023,312343,311837,311805,311135,310599,310022,310351,311558,311397,310653,311003,312398,314693,315973,317084,319192,321004,322767,322061,319186,315486,313486,312791,312288,312676,311519,310777,309097,308225,307205,307313,309106,311961,313442,313974,314197,314267,315815,317095,319041,320006,321759,323583,325337,327717,329846,332582,333750,335375,335826,336752,338519,341058,343595,344906,345924,345781,346775,347584,349800,350974,352985,355712,356403,357223,358349,361282,364018,365888,368200,370085,373806,376915,379449,379673,382084,384869,387727,390155,394290,398394,400288,399249,396421,395024,396139,398434,399143,398569,396913,396325,393579,392458,392350,396722,400087,402169,401533,401770,402454,402885,403942,404177,405526,406297,406343,404866,404084,404758,405458,405063,405251,406722,408540,408215,406769,404913,404892,405243,406366,406284,406308,406650,406418,406473,405159,405816,407394,409572,410622,411069,411078,411756,412953,414385,416124,417309,419463,421430,423269,425145,427372,430326
Three Bedrooms,29.698045,-98.42624,-10956758.917496536,3464795.094098319,5626,78261,TX,San Antonio,San Antonio-New Braunfels,Bexar County,140353,140648,140751,140412,139477,138844,138865,139829,140458,141203,141734,142345,142997,143112,143457,144596,146502,147935,148303,147772,147305,146942,147139,147830,149011,150386,151264,151308,151340,151304,151680,151403,152224,152560,152688,151808,150283,148642,147054,146603,147008,148072,149128,150174,150608,151412,151930,152711,153186,154349,155319,156267,155335,154467,153809,154242,153642,152664,152123,152134,152211,152364,152634,152366,152308,152109,151905,151327,151706,152276,152769,153047,153656,153278,153479,154030,155527,156648,156983,157749,158064,159071,159750,160311,160466,160375,160023,159279,159020,158800,159994,160775,161702,161590,161241,161497,162950,165874,168223,170611,171599,172891,172555,171921,171953,172010,172860,172938,173049,172719,172786,173566,174729,175851,177751,180184,182278,185055,187499,189569,190795,192170,194296,195627,197029,198546,200423,201938,203241,204545,205917,208207,210463,212014,212447,212716,213717,214600,215394,216093,216884,217103,217203,216671,215604,214546,213554,213552,212783,212269,211406,210721,209866,208990,208141,207473,207028,206554,206076,205080,204352,203269,202136,200697,199351,198772,198417,198067,197833,197674,197656,197758,197826,198017,197984,198215,198366,197692,196437,195491,194883,194323,193640,192582,191629,190453,190174,190006,190235,190507,191020,191264,191273,191598,192494,193960,195294,196428,196810,196963,196848,197154,197965,198890,200217,201101,201779,202019,202331,203350,204695,206361,207837,209032,209723,210213,210807,211657,212503,213177,214220,214865,215567,215722,216172,216920,218072,219349,219920,220982,221670,222739,223010,223895,224986,226551,228038,229525,230413,231306,232125,232268,232873,233980,235763,236694,236847,236852,237067,237069,237684,238690,240704,242620,243612,243670,243472,243938,244886,245958,246744,247511,248301,248302,247696,247124,247952,249100,250365,251232,251953,252475,252510,252788,252615,253645,254497,256075,256406,257095,257391,257807,258060,258346,258683,258728,259048,258877,259256,258991,259540,259823,260532,261407,262578,263978,265815,267975,270349,272924,275544
Four Bedrooms,29.698045,-98.42624,-10956758.917496536,3464795.094098319,5626,78261,TX,San Antonio,San Antonio-New Braunfels,Bexar County,191440,190932,189939,187535,184615,183160,183102,184466,185116,186156,187584,189156,190856,191739,193452,196011,199329,201225,201274,199895,199025,198315,197991,198159,197844,197561,196894,197183,198023,198282,198611,199005,200918,202479,202716,202491,203127,204826,205865,205935,206624,207697,209708,209944,210120,209569,210213,210361,210607,210877,211724,212368,211093,209892,208410,209651,209576,209941,209622,210172,210790,211349,211786,211691,211934,211761,211903,210860,211084,211277,211919,212134,212260,211748,211535,211983,213213,214845,215751,217420,218392,219418,219824,220327,220426,220279,220201,220509,221002,221313,222092,222866,223183,223768,224129,225252,227312,230953,233466,235631,236473,238269,238987,238874,239477,239407,240454,240198,240501,240197,240670,241486,243040,243880,245383,247350,249864,253249,256103,259114,261366,263838,267164,269104,271203,272881,275705,278195,279998,281373,282920,285073,286975,288003,288072,288560,289459,290663,291221,291868,292476,292807,292749,292457,291391,290342,289090,288930,288025,287226,285760,284333,282539,281203,280126,279217,278172,277033,275810,274322,273323,272361,271792,271088,270781,270587,270484,270167,270294,270658,271062,271351,271376,271587,271369,271493,271322,270344,268720,267398,267079,266779,266634,266108,265619,264695,264606,264383,264897,265468,266434,266857,266695,266939,267763,268970,270180,271087,271353,271389,270963,271354,272484,274123,275752,276612,277237,277618,278174,279508,281391,283831,286040,287604,288153,288375,288973,290150,291124,291880,293134,293954,294533,294074,294123,294589,295896,297372,298190,299628,300766,302252,302347,303177,304261,306367,308162,309890,310632,311267,311807,311483,311859,312705,314590,315434,315220,314719,314455,314253,314788,315873,317924,319750,320113,319679,318992,319183,320145,321152,322051,322539,323031,322626,321732,321078,322305,323737,325089,325795,326458,327051,327021,327275,327166,328333,329264,330835,331166,331810,332301,333014,333489,333508,333493,333413,333830,333717,333966,333608,333938,334185,334803,335645,336797,338564,340914,343523,346195,349152,352384
Five Bedrooms And More,29.698045,-98.42624,-10956758.917496536,3464795.094098319,5626,78261,TX,San Antonio,San Antonio-New Braunfels,Bexar County,255106,254326,253927,251675,249277,247911,247558,249107,250060,252398,253533,255139,257616,260396,262624,265193,268234,270846,271289,269326,267529,265261,265223,264939,264986,264203,263503,263644,264298,263476,264716,266454,269842,270841,271689,272800,271090,269824,268260,268662,268775,269783,270176,268480,266919,266723,266600,265129,265234,265813,267732,269540,269908,270369,269395,272365,273030,273170,272131,273983,276135,277741,277639,276440,276517,275474,276020,274524,275130,275572,277521,277791,277755,276764,276338,275800,275430,275882,276531,277719,278480,279701,280622,281092,280771,280176,280578,281611,282969,284058,284047,285029,285092,285871,284852,285422,288032,292323,294909,297333,298630,301669,303428,303886,304038,303546,305273,305761,306054,306200,307311,308415,309515,308775,309805,311137,314161,317253,319456,321561,323226,325136,327701,329176,330995,333274,335793,337708,338815,340468,342510,345093,346913,347933,348032,348757,350062,351231,352330,354080,355772,356591,356624,356634,355526,354107,352366,351734,350467,349432,348039,346347,344163,342250,340807,339486,338992,338397,337549,335653,334205,332985,331841,330363,329294,328745,328574,327981,327524,327738,328476,329600,330451,331504,332146,332768,333011,332292,331195,330305,329879,329073,328329,327666,327036,325729,325260,324666,325062,325112,325740,325839,326280,327175,328985,330802,332797,334045,334569,335660,336148,337842,339209,341462,343286,344443,345025,345015,345124,346708,349097,352030,354630,356815,358184,358958,359812,361103,362222,363168,364638,365535,366183,365473,365203,365120,365872,366895,367437,368940,370038,371700,371635,372349,373189,375226,377281,379242,380466,381327,382377,382162,382758,383977,386511,387703,387473,386824,386304,385811,386247,387514,389405,390794,390455,389287,387972,387727,388394,389221,389830,390271,390590,389971,389190,389002,391117,392968,394601,395518,396747,397407,397229,397028,396549,397576,398238,400014,399921,400516,400619,401280,401226,400853,400782,401122,402198,402481,402898,402196,402508,402802,403773,404734,406190,408389,411051,413722,416272,419219,422650
